"","serial","model","time","status","temp","rsc","rer","psc"
"8198","PL2331LAGJKAYJ","HGST HMS5C4040BLE640",363.291666666667,0,32,0,0,0
"8199","PL2331LAGJKBBJ","HGST HMS5C4040BLE640",363.458333333333,0,28,0,0,0
"8200","PL2331LAGJKEDJ","HGST HMS5C4040BLE640",363.458333333333,0,26,0,0,0
"8201","PL2331LAGJKGLJ","HGST HMS5C4040BLE640",368.375,0,27,0,0,0
"8202","PL2331LAGJKV8J","HGST HMS5C4040BLE640",312.166666666667,0,33,0,0,0
"8203","PL2331LAGJL0HJ","HGST HMS5C4040BLE640",366.625,0,29,0,0,0
"8204","PL2331LAGJL43J","HGST HMS5C4040BLE640",363.291666666667,0,32,0,0,0
"8205","PL2331LAGJL6UJ","HGST HMS5C4040BLE640",256.083333333333,0,19,0,0,0
"8206","PL2331LAGJLASJ","HGST HMS5C4040BLE640",249.5,0,27,0,0,0
"8207","PL2331LAGJLDKJ","HGST HMS5C4040BLE640",257.458333333333,0,22,0,0,0
"8208","PL2331LAGJLKKJ","HGST HMS5C4040BLE640",363.291666666667,0,33,0,0,0
"8209","PL2331LAGJM9ZJ","HGST HMS5C4040BLE640",332.541666666667,0,29,0,0,0
"8210","PL2331LAGJMAEJ","HGST HMS5C4040BLE640",369.041666666667,0,30,0,0,0
"8211","PL2331LAGJMGYJ","HGST HMS5C4040BLE640",334.375,0,28,0,0,0
"8212","PL2331LAGJMK3J","HGST HMS5C4040BLE640",346.333333333333,0,30,0,0,0
"8213","PL2331LAGJMRUJ","HGST HMS5C4040BLE640",363.458333333333,0,29,0,0,0
"8214","PL2331LAGJMTPJ","HGST HMS5C4040BLE640",306.5,0,27,0,0,0
"8215","PL2331LAGJMUAJ","HGST HMS5C4040BLE640",230.916666666667,0,21,0,0,0
"8216","PL2331LAGJMWJJ","HGST HMS5C4040BLE640",334.375,0,31,0,0,0
"8217","PL2331LAGJMZ5J","HGST HMS5C4040BLE640",257.458333333333,0,21,0,1,0
"8218","PL2331LAGJN66J","HGST HMS5C4040BLE640",369.041666666667,0,35,0,0,0
"8219","PL2331LAGJNJYJ","HGST HMS5C4040BLE640",312.291666666667,0,34,0,0,0
"8220","PL2331LAGJNSYJ","HGST HMS5C4040BLE640",306.5,0,27,0,0,0
"8221","PL2331LAGJNUMJ","HGST HMS5C4040BLE640",266.041666666667,0,31,0,0,0
"8222","PL2331LAGJNXEJ","HGST HMS5C4040BLE640",363.291666666667,0,33,0,0,0
"8223","PL2331LAGJPMZJ","HGST HMS5C4040BLE640",363.291666666667,0,30,0,0,0
"8224","PL2331LAGJPNYJ","HGST HMS5C4040BLE640",363.458333333333,0,29,0,0,0
"8225","PL2331LAGLW0ZJ","HGST HMS5C4040BLE640",363.25,0,33,0,0,0
"8226","PL2331LAGLW1AJ","HGST HMS5C4040BLE640",363.25,0,34,0,0,0
"8227","PL2331LAGLW1HJ","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8228","PL2331LAGLW1NJ","HGST HMS5C4040BLE640",369.041666666667,0,24,0,0,0
"8229","PL2331LAGLW1RJ","HGST HMS5C4040BLE640",257.5,0,21,0,0,0
"8230","PL2331LAGLW1SJ","HGST HMS5C4040BLE640",306.5,0,28,0,0,0
"8231","PL2331LAGLW1WJ","HGST HMS5C4040BLE640",257.458333333333,0,21,0,0,0
"8232","PL2331LAGLW2NJ","HGST HMS5C4040BLE640",360.625,0,35,0,0,0
"8233","PL2331LAGLW2WJ","HGST HMS5C4040BLE640",368.375,0,27,0,0,0
"8234","PL2331LAGLW3VJ","HGST HMS5C4040BLE640",363.5,0,26,0,0,0
"8235","PL2331LAGLW43J","HGST HMS5C4040BLE640",368.375,0,30,0,0,0
"8236","PL2331LAGLW49J","HGST HMS5C4040BLE640",363.333333333333,0,31,0,0,0
"8237","PL2331LAGLW4NJ","HGST HMS5C4040BLE640",334.333333333333,0,29,0,0,0
"8238","PL2331LAGLW4RJ","HGST HMS5C4040BLE640",306.5,0,30,0,0,0
"8239","PL2331LAGLW4TJ","HGST HMS5C4040BLE640",311.25,0,25,0,0,0
"8240","PL2331LAGLW52J","HGST HMS5C4040BLE640",311.333333333333,0,28,0,0,0
"8241","PL2331LAGLW54J","HGST HMS5C4040BLE640",293.25,0,30,0,0,0
"8242","PL2331LAGLW5TJ","HGST HMS5C4040BLE640",346.375,0,33,0,0,0
"8243","PL2331LAGLW5UJ","HGST HMS5C4040BLE640",293.291666666667,0,27,0,0,0
"8244","PL2331LAGLW5ZJ","HGST HMS5C4040BLE640",293.25,0,31,0,0,0
"8245","PL2331LAGLW6HJ","HGST HMS5C4040BLE640",346.375,0,33,0,0,0
"8246","PL2331LAGLW6ZJ","HGST HMS5C4040BLE640",334.25,0,30,0,0,0
"8247","PL2331LAGLW70J","HGST HMS5C4040BLE640",346.333333333333,0,33,0,0,0
"8248","PL2331LAGLW73J","HGST HMS5C4040BLE640",311.25,0,27,0,0,0
"8249","PL2331LAGLW79J","HGST HMS5C4040BLE640",368.458333333333,0,26,0,0,0
"8250","PL2331LAGLW7DJ","HGST HMS5C4040BLE640",334.333333333333,0,29,0,0,0
"8251","PL2331LAGLW8EJ","HGST HMS5C4040BLE640",311.25,0,28,0,0,0
"8252","PL2331LAGLW8HJ","HGST HMS5C4040BLE640",346.25,0,30,0,0,0
"8253","PL2331LAGLW8UJ","HGST HMS5C4040BLE640",300.208333333333,0,32,0,0,0
"8254","PL2331LAGLW95J","HGST HMS5C4040BLE640",368.458333333333,0,29,0,0,0
"8255","PL2331LAGLW99J","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8256","PL2331LAGLW9AJ","HGST HMS5C4040BLE640",368.958333333333,0,30,0,0,0
"8257","PL2331LAGLW9DJ","HGST HMS5C4040BLE640",332.541666666667,0,30,0,0,0
"8258","PL2331LAGLW9EJ","HGST HMS5C4040BLE640",292.166666666667,0,28,0,0,0
"8259","PL2331LAGLW9GJ","HGST HMS5C4040BLE640",306.333333333333,0,28,0,0,0
"8260","PL2331LAGLW9JJ","HGST HMS5C4040BLE640",332.375,0,29,0,0,0
"8261","PL2331LAGLW9UJ","HGST HMS5C4040BLE640",332.541666666667,0,30,0,0,0
"8262","PL2331LAGLW9YJ","HGST HMS5C4040BLE640",369.041666666667,0,35,0,0,0
"8263","PL2331LAGLWA1J","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8264","PL2331LAGLWA3J","HGST HMS5C4040BLE640",332.375,0,30,0,0,0
"8265","PL2331LAGLWABJ","HGST HMS5C4040BLE640",346.333333333333,0,28,0,0,0
"8266","PL2331LAGLWADJ","HGST HMS5C4040BLE640",300.208333333333,0,32,0,0,0
"8267","PL2331LAGLWAJJ","HGST HMS5C4040BLE640",368.458333333333,0,27,0,0,0
"8268","PL2331LAGLWALJ","HGST HMS5C4040BLE640",306.541666666667,0,29,0,0,0
"8269","PL2331LAGLWASJ","HGST HMS5C4040BLE640",363.25,0,34,0,0,0
"8270","PL2331LAGLWAZJ","HGST HMS5C4040BLE640",334.25,0,30,0,0,0
"8271","PL2331LAGLWB3J","HGST HMS5C4040BLE640",312.125,0,34,0,0,0
"8272","PL2331LAGLWD6J","HGST HMS5C4040BLE640",249.458333333333,0,27,0,0,0
"8273","PL2331LAGLWDSJ","HGST HMS5C4040BLE640",249.458333333333,0,27,0,0,0
"8274","PL2331LAGLWJBJ","HGST HMS5C4040BLE640",311.333333333333,0,28,0,0,0
"8275","PL2331LAGM3BYJ","HGST HMS5C4040BLE640",332.333333333333,0,31,0,0,0
"8276","PL2331LAGM3D0J","HGST HMS5C4040BLE640",368.333333333333,0,27,0,0,0
"8277","PL2331LAGM3L7J","HGST HMS5C4040BLE640",332.375,0,29,0,0,0
"8278","PL2331LAGM3LPJ","HGST HMS5C4040BLE640",311.291666666667,0,31,0,0,0
"8279","PL2331LAGM3M6J","HGST HMS5C4040BLE640",346.333333333333,0,31,0,0,0
"8280","PL2331LAGM3MJJ","HGST HMS5C4040BLE640",332.166666666667,0,28,0,0,0
"8281","PL2331LAGM3WWJ","HGST HMS5C4040BLE640",332.166666666667,0,31,0,0,0
"8282","PL2331LAGM3WXJ","HGST HMS5C4040BLE640",334.375,0,32,0,0,0
"8283","PL2331LAGM3X1J","HGST HMS5C4040BLE640",334.333333333333,0,32,0,0,0
"8284","PL2331LAGM3X2J","HGST HMS5C4040BLE640",332.333333333333,0,29,0,0,0
"8285","PL2331LAGM3X6J","HGST HMS5C4040BLE640",334.375,0,29,0,0,0
"8286","PL2331LAGM3X9J","HGST HMS5C4040BLE640",332.333333333333,0,30,0,0,0
"8287","PL2331LAGM3XAJ","HGST HMS5C4040BLE640",306.375,0,28,0,0,0
"8288","PL2331LAGM3XDJ","HGST HMS5C4040BLE640",300.25,0,33,0,0,0
"8289","PL2331LAGM3XJJ","HGST HMS5C4040BLE640",333.875,0,32,0,0,0
"8290","PL2331LAGM3XRJ","HGST HMS5C4040BLE640",306.5,0,32,0,0,0
"8291","PL2331LAGM3XTJ","HGST HMS5C4040BLE640",311.333333333333,0,32,0,0,0
"8292","PL2331LAGM40HJ","HGST HMS5C4040BLE640",334.333333333333,0,31,0,0,0
"8293","PL2331LAGM410J","HGST HMS5C4040BLE640",293.291666666667,0,29,0,0,0
"8294","PL2331LAGM41VJ","HGST HMS5C4040BLE640",346.375,0,28,0,0,0
"8295","PL2331LAGM421J","HGST HMS5C4040BLE640",325.541666666667,0,31,0,0,0
"8296","PL2331LAGM422J","HGST HMS5C4040BLE640",311.25,0,28,0,0,0
"8297","PL2331LAGM42EJ","HGST HMS5C4040BLE640",346.375,0,30,0,0,0
"8298","PL2331LAGM44RJ","HGST HMS5C4040BLE640",334.25,0,31,0,0,0
"8299","PL2331LAGM44SJ","HGST HMS5C4040BLE640",325.5,0,27,0,0,0
"8300","PL2331LAGM472J","HGST HMS5C4040BLE640",311.333333333333,0,28,0,0,0
"8301","PL2331LAGM4D6J","HGST HMS5C4040BLE640",362.166666666667,0,33,0,0,0
"8302","PL2331LAGM4MHJ","HGST HMS5C4040BLE640",368.375,0,25,0,0,0
"8303","PL2331LAGM4NBJ","HGST HMS5C4040BLE640",366.583333333333,0,30,0,0,0
"8304","PL2331LAGM4P3J","HGST HMS5C4040BLE640",364.291666666667,0,30,0,0,0
"8305","PL2331LAGM4PRJ","HGST HMS5C4040BLE640",333.875,0,30,0,0,0
"8306","PL2331LAGM4U7J","HGST HMS5C4040BLE640",360.458333333333,0,29,0,0,0
"8307","PL2331LAGM4UHJ","HGST HMS5C4040BLE640",366.625,0,26,0,0,0
"8308","PL2331LAGM4ULJ","HGST HMS5C4040BLE640",306.333333333333,0,31,0,0,0
"8309","PL2331LAGM4UUJ","HGST HMS5C4040BLE640",367.916666666667,0,32,0,0,0
"8310","PL2331LAGM4UZJ","HGST HMS5C4040BLE640",364.25,0,31,0,0,0
"8311","PL2331LAGM4V1J","HGST HMS5C4040BLE640",368.375,0,28,0,0,0
"8312","PL2331LAGM4VDJ","HGST HMS5C4040BLE640",369.041666666667,0,28,0,0,0
"8313","PL2331LAGM4VGJ","HGST HMS5C4040BLE640",369.041666666667,0,28,0,0,0
"8314","PL2331LAGM4VJJ","HGST HMS5C4040BLE640",306.5,0,27,0,0,0
"8315","PL2331LAGM4VLJ","HGST HMS5C4040BLE640",346.375,0,30,0,0,0
"8316","PL2331LAGM4VPJ","HGST HMS5C4040BLE640",306.333333333333,0,32,0,0,0
"8317","PL2331LAGM4VSJ","HGST HMS5C4040BLE640",363.375,0,28,0,0,0
"8318","PL2331LAGM5NTJ","HGST HMS5C4040BLE640",293.291666666667,0,26,0,0,0
"8319","PL2331LAGM5R4J","HGST HMS5C4040BLE640",293.291666666667,0,27,0,0,0
"8320","PL2331LAGM5RWJ","HGST HMS5C4040BLE640",334.333333333333,0,28,0,0,0
"8321","PL2331LAGM5SHJ","HGST HMS5C4040BLE640",346.375,0,34,0,0,0
"8322","PL2331LAGM5URJ","HGST HMS5C4040BLE640",346.375,0,29,0,0,0
"8323","PL2331LAGM67PJ","HGST HMS5C4040BLE640",334.208333333333,0,29,0,0,0
"8324","PL2331LAGM67XJ","HGST HMS5C4040BLE640",311.333333333333,0,31,0,0,0
"8325","PL2331LAGM68NJ","HGST HMS5C4040BLE640",293.333333333333,0,32,0,0,0
"8326","PL2331LAGM694J","HGST HMS5C4040BLE640",293.208333333333,0,32,0,0,0
"8327","PL2331LAGM69TJ","HGST HMS5C4040BLE640",307.333333333333,0,31,0,0,0
"8328","PL2331LAGM6AAJ","HGST HMS5C4040BLE640",325.541666666667,0,31,0,0,0
"8329","PL2331LAGM6ALJ","HGST HMS5C4040BLE640",325.5,0,30,0,0,0
"8330","PL2331LAGM6ANJ","HGST HMS5C4040BLE640",307.333333333333,0,29,0,0,0
"8331","PL2331LAGM6AVJ","HGST HMS5C4040BLE640",306.333333333333,0,28,0,0,0
"8332","PL2331LAGM6AWJ","HGST HMS5C4040BLE640",311.333333333333,0,29,0,0,0
"8333","PL2331LAGM6B0J","HGST HMS5C4040BLE640",307.333333333333,0,30,0,0,0
"8334","PL2331LAGM6B2J","HGST HMS5C4040BLE640",293.333333333333,0,32,0,0,0
"8335","PL2331LAGM6BPJ","HGST HMS5C4040BLE640",346.333333333333,0,32,0,0,0
"8336","PL2331LAGM6BYJ","HGST HMS5C4040BLE640",257.458333333333,0,21,0,0,0
"8337","PL2331LAGM6DGJ","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8338","PL2331LAGM6DUJ","HGST HMS5C4040BLE640",369.041666666667,0,32,0,0,0
"8339","PL2331LAGM6E9J","HGST HMS5C4040BLE640",368.916666666667,0,33,0,0,0
"8340","PL2331LAGM6EGJ","HGST HMS5C4040BLE640",292.125,0,29,0,0,0
"8341","PL2331LAGM6ETJ","HGST HMS5C4040BLE640",298.291666666667,0,29,0,0,0
"8342","PL2331LAGM6EZJ","HGST HMS5C4040BLE640",346.375,0,31,0,0,0
"8343","PL2331LAGM6G0J","HGST HMS5C4040BLE640",363.375,0,30,0,0,0
"8344","PL2331LAGM6GKJ","HGST HMS5C4040BLE640",369.041666666667,0,35,0,0,0
"8345","PL2331LAGM6GLJ","HGST HMS5C4040BLE640",325.5,0,33,0,0,0
"8346","PL2331LAGM6GXJ","HGST HMS5C4040BLE640",249.458333333333,0,26,0,0,0
"8347","PL2331LAGM6H1J","HGST HMS5C4040BLE640",369.041666666667,0,33,0,0,0
"8348","PL2331LAGM6H6J","HGST HMS5C4040BLE640",334.291666666667,0,30,0,0,0
"8349","PL2331LAGM6J6J","HGST HMS5C4040BLE640",346.333333333333,0,33,0,0,0
"8350","PL2331LAGM6JAJ","HGST HMS5C4040BLE640",368.416666666667,0,27,0,0,0
"8351","PL2331LAGM6L3J","HGST HMS5C4040BLE640",346.375,0,29,0,0,0
"8352","PL2331LAGM6PGJ","HGST HMS5C4040BLE640",334.291666666667,0,30,0,0,0
"8353","PL2331LAGM6S3J","HGST HMS5C4040BLE640",367.958333333333,0,33,0,0,0
"8354","PL2331LAGM6TVJ","HGST HMS5C4040BLE640",306.291666666667,0,27,0,0,0
"8355","PL2331LAGM6UPJ","HGST HMS5C4040BLE640",368.375,0,24,0,0,0
"8356","PL2331LAGM6WDJ","HGST HMS5C4040BLE640",368.416666666667,0,30,0,0,0
"8357","PL2331LAGM787J","HGST HMS5C4040BLE640",367.958333333333,0,32,0,0,0
"8358","PL2331LAGM78YJ","HGST HMS5C4040BLE640",306.5,0,28,0,0,0
"8359","PL2331LAGM7B2J","HGST HMS5C4040BLE640",367.958333333333,0,30,0,0,0
"8360","PL2331LAGM7EXJ","HGST HMS5C4040BLE640",346.375,0,31,0,0,0
"8361","PL2331LAGM7G8J","HGST HMS5C4040BLE640",360.458333333333,0,26,0,0,0
"8362","PL2331LAGM7HKJ","HGST HMS5C4040BLE640",293.25,0,30,0,0,0
"8363","PL2331LAGM7JKJ","HGST HMS5C4040BLE640",332.333333333333,0,32,0,0,0
"8364","PL2331LAGM7KHJ","HGST HMS5C4040BLE640",367.958333333333,0,30,0,0,0
"8365","PL2331LAGM7M2J","HGST HMS5C4040BLE640",368.416666666667,0,30,0,0,0
"8366","PL2331LAGM7M3J","HGST HMS5C4040BLE640",369,0,33,0,0,0
"8367","PL2331LAGM7MLJ","HGST HMS5C4040BLE640",311.333333333333,0,29,0,0,0
"8368","PL2331LAGM7MSJ","HGST HMS5C4040BLE640",311.291666666667,0,29,0,0,0
"8369","PL2331LAGM7RVJ","HGST HMS5C4040BLE640",334.333333333333,0,32,0,0,0
"8370","PL2331LAGM7UBJ","HGST HMS5C4040BLE640",346.291666666667,0,29,0,0,0
"8371","PL2331LAGM7Y4J","HGST HMS5C4040BLE640",332.375,0,30,0,0,0
"8372","PL2331LAGM7Y8J","HGST HMS5C4040BLE640",334.375,0,28,0,0,0
"8373","PL2331LAGM7YGJ","HGST HMS5C4040BLE640",334.375,0,32,0,0,0
"8374","PL2331LAGM7YKJ","HGST HMS5C4040BLE640",334.291666666667,0,31,0,0,0
"8375","PL2331LAGM7YTJ","HGST HMS5C4040BLE640",306.375,0,24,0,0,0
"8376","PL2331LAGM7Z3J","HGST HMS5C4040BLE640",332.375,0,29,0,0,0
"8377","PL2331LAGM7ZJJ","HGST HMS5C4040BLE640",293.208333333333,0,31,0,0,0
"8378","PL2331LAGM80UJ","HGST HMS5C4040BLE640",334.375,0,32,0,0,0
"8379","PL2331LAGM81HJ","HGST HMS5C4040BLE640",334.208333333333,0,30,0,0,0
"8380","PL2331LAGM81KJ","HGST HMS5C4040BLE640",293.25,0,30,0,0,0
"8381","PL2331LAGM821J","HGST HMS5C4040BLE640",293.291666666667,0,31,0,0,0
"8382","PL2331LAGM825J","HGST HMS5C4040BLE640",293.208333333333,0,32,0,0,0
"8383","PL2331LAGM829J","HGST HMS5C4040BLE640",334.333333333333,0,33,0,0,0
"8384","PL2331LAGM82AJ","HGST HMS5C4040BLE640",332.375,0,31,0,0,0
"8385","PL2331LAGM82LJ","HGST HMS5C4040BLE640",293.291666666667,0,29,0,0,0
"8386","PL2331LAGM82PJ","HGST HMS5C4040BLE640",332.333333333333,0,29,0,0,0
"8387","PL2331LAGM833J","HGST HMS5C4040BLE640",346.333333333333,0,28,0,0,0
"8388","PL2331LAGM835J","HGST HMS5C4040BLE640",334.333333333333,0,30,0,0,0
"8389","PL2331LAGM83DJ","HGST HMS5C4040BLE640",334.25,0,29,0,0,0
"8390","PL2331LAGM83PJ","HGST HMS5C4040BLE640",306.5,0,25,0,0,0
"8391","PL2331LAGM84DJ","HGST HMS5C4040BLE640",334.25,0,28,0,0,0
"8392","PL2331LAGM85MJ","HGST HMS5C4040BLE640",293.291666666667,0,30,0,0,0
"8393","PL2331LAGM864J","HGST HMS5C4040BLE640",333.875,0,31,0,0,0
"8394","PL2331LAGM872J","HGST HMS5C4040BLE640",334.333333333333,0,28,0,0,0
"8395","PL2331LAGM881J","HGST HMS5C4040BLE640",334.291666666667,0,32,0,0,0
"8396","PL2331LAGM89GJ","HGST HMS5C4040BLE640",293.333333333333,0,30,0,0,0
"8397","PL2331LAGM8APJ","HGST HMS5C4040BLE640",298.291666666667,0,30,0,0,0
"8398","PL2331LAGM8DZJ","HGST HMS5C4040BLE640",346.333333333333,0,28,0,0,0
"8399","PL2331LAGM8E2J","HGST HMS5C4040BLE640",346.375,0,31,0,0,0
"8400","PL2331LAGM8EMJ","HGST HMS5C4040BLE640",311.333333333333,0,32,0,0,0
"8401","PL2331LAGM8GDJ","HGST HMS5C4040BLE640",334.333333333333,0,30,0,0,0
"8402","PL2331LAGM8HZJ","HGST HMS5C4040BLE640",311.25,0,26,0,0,0
"8403","PL2331LAGM8J2J","HGST HMS5C4040BLE640",333.875,0,32,0,0,0
"8404","PL2331LAGM8J7J","HGST HMS5C4040BLE640",333.875,0,31,0,0,0
"8405","PL2331LAGM8JLJ","HGST HMS5C4040BLE640",334.291666666667,0,31,0,0,0
"8406","PL2331LAGM8L9J","HGST HMS5C4040BLE640",325.458333333333,0,31,0,0,0
"8407","PL2331LAGM8P8J","HGST HMS5C4040BLE640",332.333333333333,0,31,0,0,0
"8408","PL2331LAGM8PDJ","HGST HMS5C4040BLE640",346.333333333333,0,29,0,0,0
"8409","PL2331LAGM8RGJ","HGST HMS5C4040BLE640",334.208333333333,0,27,0,0,0
"8410","PL2331LAGM8RMJ","HGST HMS5C4040BLE640",346.333333333333,0,31,0,0,0
"8411","PL2331LAGM8RRJ","HGST HMS5C4040BLE640",332.333333333333,0,32,0,0,0
"8412","PL2331LAGM8RSJ","HGST HMS5C4040BLE640",307.291666666667,0,35,0,0,0
"8413","PL2331LAGM8RTJ","HGST HMS5C4040BLE640",293.333333333333,0,29,0,0,0
"8414","PL2331LAGM8SEJ","HGST HMS5C4040BLE640",332.166666666667,0,31,0,0,0
"8415","PL2331LAGM90TJ","HGST HMS5C4040BLE640",346.375,0,31,0,0,0
"8416","PL2331LAGM90UJ","HGST HMS5C4040BLE640",332.541666666667,0,30,0,0,0
"8417","PL2331LAGM90XJ","HGST HMS5C4040BLE640",346.375,0,27,0,0,0
"8418","PL2331LAGM91DJ","HGST HMS5C4040BLE640",306.5,0,28,0,0,0
"8419","PL2331LAGM91HJ","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8420","PL2331LAGM922J","HGST HMS5C4040BLE640",366.583333333333,0,32,0,0,0
"8421","PL2331LAGM92DJ","HGST HMS5C4040BLE640",311.333333333333,0,29,0,0,0
"8422","PL2331LAGM97SJ","HGST HMS5C4040BLE640",361.958333333333,0,36,0,0,0
"8423","PL2331LAGM97ZJ","HGST HMS5C4040BLE640",293.25,0,28,0,0,0
"8424","PL2331LAGM982J","HGST HMS5C4040BLE640",346.375,0,31,0,0,0
"8425","PL2331LAGM98YJ","HGST HMS5C4040BLE640",369.041666666667,0,25,0,0,0
"8426","PL2331LAGM9A8J","HGST HMS5C4040BLE640",333.875,0,33,0,0,0
"8427","PL2331LAGM9DEJ","HGST HMS5C4040BLE640",346.291666666667,0,25,0,0,0
"8428","PL2331LAGM9HBJ","HGST HMS5C4040BLE640",311.333333333333,0,29,0,0,0
"8429","PL2331LAGM9J1J","HGST HMS5C4040BLE640",306.333333333333,0,25,0,0,0
"8430","PL2331LAGM9J9J","HGST HMS5C4040BLE640",293.291666666667,0,29,0,0,0
"8431","PL2331LAGM9JDJ","HGST HMS5C4040BLE640",346.25,0,30,0,0,0
"8432","PL2331LAGM9JHJ","HGST HMS5C4040BLE640",292.125,0,31,0,0,0
"8433","PL2331LAGM9JNJ","HGST HMS5C4040BLE640",332.333333333333,0,28,0,0,0
"8434","PL2331LAGM9JRJ","HGST HMS5C4040BLE640",306.541666666667,0,28,0,0,0
"8435","PL2331LAGM9JSJ","HGST HMS5C4040BLE640",368.916666666667,0,31,0,0,0
"8436","PL2331LAGM9KWJ","HGST HMS5C4040BLE640",368.375,0,25,0,0,0
"8437","PL2331LAGM9L7J","HGST HMS5C4040BLE640",366.625,0,27,0,0,0
"8438","PL2331LAGM9LWJ","HGST HMS5C4040BLE640",200.041666666667,0,29,0,0,0
"8439","PL2331LAGM9NMJ","HGST HMS5C4040BLE640",325.5,0,28,0,0,0
"8440","PL2331LAGM9R9J","HGST HMS5C4040BLE640",334.375,0,31,0,0,0
"8441","PL2331LAGM9RJJ","HGST HMS5C4040BLE640",333.875,0,32,0,0,0
"8442","PL2331LAGM9TGJ","HGST HMS5C4040BLE640",293.333333333333,0,32,0,0,0
"8443","PL2331LAGM9UAJ","HGST HMS5C4040BLE640",312.166666666667,0,33,0,0,0
"8444","PL2331LAGM9UNJ","HGST HMS5C4040BLE640",306.541666666667,0,30,0,0,0
"8445","PL2331LAGM9WBJ","HGST HMS5C4040BLE640",363.25,0,33,0,0,0
"8446","PL2331LAGM9WNJ","HGST HMS5C4040BLE640",312.291666666667,0,31,0,0,0
"8447","PL2331LAGM9XNJ","HGST HMS5C4040BLE640",363.458333333333,0,30,0,0,0
"8448","PL2331LAGM9XRJ","HGST HMS5C4040BLE640",364.291666666667,0,29,0,0,0
"8449","PL2331LAGM9Y6J","HGST HMS5C4040BLE640",293.291666666667,0,27,0,0,0
"8450","PL2331LAGM9Z2J","HGST HMS5C4040BLE640",332.333333333333,0,31,0,0,0
"8451","PL2331LAGM9Z7J","HGST HMS5C4040BLE640",367.958333333333,0,31,0,0,0
"8452","PL2331LAGM9ZBJ","HGST HMS5C4040BLE640",367.25,0,33,0,0,0
"8453","PL2331LAGM9ZHJ","HGST HMS5C4040BLE640",363.458333333333,0,28,0,0,0
"8454","PL2331LAGM9ZTJ","HGST HMS5C4040BLE640",334.25,0,27,1,0,0
"8455","PL2331LAGM9ZVJ","HGST HMS5C4040BLE640",293.333333333333,0,30,0,0,0
"8456","PL2331LAGM9ZWJ","HGST HMS5C4040BLE640",306.333333333333,0,31,0,0,0
"8457","PL2331LAGMA0HJ","HGST HMS5C4040BLE640",346.375,0,30,0,0,0
"8458","PL2331LAGMA0LJ","HGST HMS5C4040BLE640",292.166666666667,0,30,0,0,0
"8459","PL2331LAGMA0TJ","HGST HMS5C4040BLE640",367.958333333333,0,32,0,0,0
"8460","PL2331LAGMA0XJ","HGST HMS5C4040BLE640",333.875,0,30,0,0,0
"8461","PL2331LAGMA0YJ","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8462","PL2331LAGMA1EJ","HGST HMS5C4040BLE640",306.333333333333,0,31,0,0,0
"8463","PL2331LAGMA1PJ","HGST HMS5C4040BLE640",362.166666666667,0,33,0,0,0
"8464","PL2331LAGMA1TJ","HGST HMS5C4040BLE640",364.291666666667,0,29,0,0,0
"8465","PL2331LAGMA1VJ","HGST HMS5C4040BLE640",332.333333333333,0,32,0,0,0
"8466","PL2331LAGMA1WJ","HGST HMS5C4040BLE640",346.375,0,30,0,0,0
"8467","PL2331LAGMA22J","HGST HMS5C4040BLE640",256.708333333333,0,19,0,0,0
"8468","PL2331LAGMA23J","HGST HMS5C4040BLE640",368.458333333333,0,30,0,0,0
"8469","PL2331LAGMA26J","HGST HMS5C4040BLE640",360.458333333333,0,25,0,0,0
"8470","PL2331LAGMA27J","HGST HMS5C4040BLE640",363.25,0,33,0,0,0
"8471","PL2331LAGMA2AJ","HGST HMS5C4040BLE640",334.375,0,31,0,0,0
"8472","PL2331LAGMA2PJ","HGST HMS5C4040BLE640",363.291666666667,0,32,0,0,0
"8473","PL2331LAGMA30J","HGST HMS5C4040BLE640",329.166666666667,0,30,0,0,0
"8474","PL2331LAGMA31J","HGST HMS5C4040BLE640",363.375,0,28,0,0,0
"8475","PL2331LAGMA42J","HGST HMS5C4040BLE640",306.5,0,29,0,0,0
"8476","PL2331LAGMA44J","HGST HMS5C4040BLE640",346.291666666667,0,27,0,0,0
"8477","PL2331LAGMA5AJ","HGST HMS5C4040BLE640",367.208333333333,0,37,0,0,0
"8478","PL2331LAGMA5BJ","HGST HMS5C4040BLE640",306.5,0,27,0,0,0
"8479","PL2331LAGMA7UJ","HGST HMS5C4040BLE640",293.291666666667,0,30,0,0,0
"8480","PL2331LAGMA83J","HGST HMS5C4040BLE640",363.291666666667,0,30,0,0,0
"8481","PL2331LAGMA8LJ","HGST HMS5C4040BLE640",368.333333333333,0,28,0,0,0
"8482","PL2331LAGMA93J","HGST HMS5C4040BLE640",311.333333333333,0,29,0,0,0
"8483","PL2331LAGMA99J","HGST HMS5C4040BLE640",346.291666666667,0,29,0,0,0
"8484","PL2331LAGMAABJ","HGST HMS5C4040BLE640",334.375,0,31,0,0,0
"8485","PL2331LAGMAADJ","HGST HMS5C4040BLE640",293.291666666667,0,29,0,0,0
"8486","PL2331LAGMAALJ","HGST HMS5C4040BLE640",346.25,0,28,0,0,0
