"","Cowid","Time","Status","Herd","Ureum","Protein","Parity","Heifer"
"2420",2420,82,1,43,2.84,3.98,5,0
"2421",2421,101,1,43,2.8,3.13,5,0
"2422",2422,65,1,43,2.05,2.76,5,0
"2423",2423,281,1,43,3.36,2.97,4,0
"2424",2424,130,1,43,1.58,2.77,3,0
"2425",2425,136,1,43,2.37,3.59,5,1
"2426",2426,211,1,43,2.08,2.79,2,0
"2427",2427,97,1,43,1.84,2.8,2,0
"2428",2428,26,1,43,1.72,2.62,2,0
"2429",2429,40,1,43,1.61,2.84,2,0
"2430",2430,115,1,43,2.51,3.71,2,1
"2431",2431,243,1,43,2.86,3.3,2,0
"2432",2432,194,1,43,2.25,3.19,2,1
"2433",2433,234,1,43,1.26,3.11,2,1
"2434",2434,71,1,43,2.79,2.62,1,1
"2435",2435,307,1,43,2.18,3.05,1,0
"2436",2436,114,1,43,3.52,3.21,1,1
"2437",2437,165,1,43,2.51,2.75,1,1
"2438",2438,90,1,44,2.78,3.05,7,1
"2439",2439,194,1,44,3.05,3,8,0
"2440",2440,288,1,44,3.78,3.08,8,0
"2441",2441,116,1,44,4.08,3.27,7,1
"2442",2442,169,1,44,3.38,4.47,3,0
"2443",2443,63,1,44,4.28,3.31,2,0
"2444",2444,279,1,44,3.78,2.88,3,1
"2445",2445,162,1,44,5.57,3.62,2,0
"2446",2446,184,1,44,3.83,3.38,3,0
"2447",2447,83,1,44,5.83,3.96,3,1
"2448",2448,299,0,44,3.6,3.05,4,1
"2449",2449,112,1,44,4.22,3.51,3,0
"2450",2450,321,0,44,3.92,2.88,2,1
"2451",2451,117,1,44,2.23,3.12,2,1
"2452",2452,233,1,44,4.62,3.01,2,0
"2453",2453,63,1,44,2.74,3.51,2,1
"2454",2454,127,1,44,3.42,3.59,3,0
"2455",2455,310,1,44,3.12,3.17,2,0
"2456",2456,99,1,44,3.4,2.7,3,0
"2457",2457,100,1,44,3.12,3.05,2,1
"2458",2458,64,1,44,2.57,3.52,2,0
"2459",2459,79,1,44,4.02,3.8,2,1
"2460",2460,28,1,44,2.53,3.63,1,0
"2461",2461,209,1,44,3.07,3.1,2,1
"2462",2462,309,0,44,3.19,3.21,1,1
"2463",2463,290,1,44,2.32,3.38,2,1
"2464",2464,111,1,44,3.41,3.44,1,0
"2465",2465,75,1,44,3.87,3.14,1,1
"2466",2466,107,1,44,4.2,3.26,1,1
"2467",2467,116,1,44,2.45,4.16,2,0
"2468",2468,139,1,44,2.34,3,1,1
"2469",2469,60,1,44,2.15,2.87,1,0
"2470",2470,73,1,44,3.1,3.34,1,0
"2471",2471,184,1,44,2.9,3.09,2,0
"2472",2472,117,1,44,3.41,3.31,1,0
"2473",2473,294,0,44,2.87,3.19,2,0
"2474",2474,129,1,44,3.08,3.08,1,0
"2475",2475,201,1,44,2.97,3.25,2,1
"2476",2476,167,1,44,2.04,3.49,1,0
"2477",2477,154,1,44,3.87,2.93,1,1
"2478",2478,92,1,44,2.73,3.17,1,1
"2479",2479,76,1,44,2.41,3.54,1,0
"2480",2480,37,1,44,3.26,2.93,1,1
"2481",2481,66,1,44,2.21,3.24,1,0
"2482",2482,152,1,44,3.77,2.99,1,0
"2483",2483,183,1,44,3.21,2.76,1,1
"2484",2484,39,1,44,2.74,3.27,1,1
"2485",2485,287,1,44,2.8,3.41,1,0
"2486",2486,42,1,44,4.06,2.9,1,0
"2487",2487,52,1,44,2.84,3.07,1,0
"2488",2488,121,1,44,2.12,3.67,1,0
"2489",2489,129,1,44,3.04,2.81,1,1
"2490",2490,41,1,44,2.77,3.06,1,1
"2491",2491,223,1,44,3.42,3.29,1,1
"2492",2492,150,1,45,3.86,3.16,4,0
"2493",2493,80,1,45,2.75,3.74,5,0
"2494",2494,29,1,45,3.64,3.32,4,1
"2495",2495,40,1,45,2.31,3.26,4,0
"2496",2496,251,1,45,4.67,3,4,0
"2497",2497,77,1,45,4.16,3.63,4,0
"2498",2498,141,1,45,4.03,3.01,3,1
"2499",2499,314,0,45,3.27,3,3,1
"2500",2500,305,0,45,5.3,3.33,2,0
"2501",2501,197,1,45,0.7,4.47,3,0
"2502",2502,180,1,45,1.71,3.44,2,1
"2503",2503,168,1,45,4.95,3.18,4,0
"2504",2504,49,1,45,3.28,3.05,1,0
"2505",2505,177,1,45,3.03,2.92,1,1
"2506",2506,111,1,45,4.02,3.43,1,1
"2507",2507,115,1,45,2.9,3.01,1,0
"2508",2508,124,1,45,2.48,3.15,2,0
"2509",2509,273,1,45,2.92,3.07,1,0
"2510",2510,133,1,45,2.78,3.59,1,1
"2511",2511,190,1,45,3.39,3.06,1,0
"2512",2512,306,1,45,3.11,3.16,1,1
"2513",2513,86,1,45,3.69,3.48,1,0
"2514",2514,90,1,45,2.95,3.98,1,0
"2515",2515,46,1,46,3.66,2.55,4,1
"2516",2516,12,1,46,3.01,3.68,3,0
"2517",2517,8,1,46,0.99,3.61,3,0
"2518",2518,53,1,46,2.7,3.03,2,0
"2519",2519,30,1,46,3.29,3.98,3,0
"2520",2520,104,1,46,3.12,3.14,3,0
"2521",2521,23,1,46,2.86,3.4,2,1
"2522",2522,31,1,46,2.15,3.27,3,0
"2523",2523,70,1,46,2.59,2.99,2,1
"2524",2524,140,1,46,2.29,3.02,3,1
"2525",2525,143,1,46,1.87,3.16,3,1
"2526",2526,43,1,46,2.27,3.85,2,0
"2527",2527,44,1,46,1.69,3.31,3,0
"2528",2528,57,1,46,2.22,3.22,2,0
"2529",2529,108,1,46,1.58,3.67,1,0
"2530",2530,68,1,46,2.37,3.18,1,0
"2531",2531,76,1,46,1.84,3.17,2,0
"2532",2532,61,1,46,1.66,3.91,2,1
"2533",2533,48,1,46,2.66,3.64,1,0
"2534",2534,26,1,46,2.68,3.19,1,0
"2535",2535,70,1,46,2.9,2.91,1,1
"2536",2536,67,1,46,2.82,3.03,1,0
"2537",2537,2,1,46,2.1,3.08,1,0
"2538",2538,130,1,46,2.38,3.14,1,0
"2539",2539,36,1,46,1.6,3.23,1,0
"2540",2540,44,1,46,3.27,2.85,1,0
"2541",2541,76,1,46,2.74,3.07,1,0
"2542",2542,45,1,47,2.35,3.75,7,0
"2543",2543,122,1,47,2.67,3.62,7,0
"2544",2544,301,0,47,2.6,2.98,7,1
"2545",2545,13,1,47,1.71,3.44,3,1
"2546",2546,66,1,47,3.3,3.03,7,1
"2547",2547,217,1,47,2.37,2.68,3,1
"2548",2548,41,1,47,3.33,2.93,2,0
"2549",2549,70,1,47,4.14,2.89,2,1
"2550",2550,104,1,47,2.43,2.99,5,1
"2551",2551,90,1,47,3.01,2.92,5,0
"2552",2552,207,1,47,2.76,3.2,2,0
"2553",2553,22,1,47,2.11,3.21,2,0
"2554",2554,305,0,47,4.3,2.88,1,0
"2555",2555,155,1,47,3.08,3.12,2,1
"2556",2556,177,1,47,2.21,3.35,2,1
"2557",2557,228,1,47,2.5,3.82,1,0
"2558",2558,56,1,47,3.87,3.06,2,1
"2559",2559,327,0,47,3.07,3.52,1,0
"2560",2560,149,1,47,2.7,2.93,2,0
"2561",2561,175,1,47,1.99,2.91,2,0
"2562",2562,105,1,47,1.79,2.75,1,0
"2563",2563,198,1,47,2.38,3.26,2,1
"2564",2564,296,1,47,2.35,3.3,2,1
"2565",2565,237,1,47,2.63,2.94,1,0
"2566",2566,56,1,47,2.46,3.37,1,1
"2567",2567,154,1,47,2.63,4.47,1,1
"2568",2568,237,1,47,3.31,2.98,1,1
"2569",2569,311,0,47,1.32,3.29,1,0
"2570",2570,208,1,47,1.47,3.3,1,1
"2571",2571,106,1,47,2.53,3.24,1,1
"2572",2572,209,1,47,1.99,3.16,1,1
"2573",2573,159,1,47,3.65,3.68,1,1
"2574",2574,32,1,47,3.15,3.63,1,0
"2575",2575,177,1,47,2.57,3.68,1,1
"2576",2576,55,1,47,2.69,3.17,1,0
"2577",2577,305,1,47,2.53,2.99,1,0
"2578",2578,58,1,47,2.47,2.84,1,0
"2579",2579,34,1,48,6.94,3.01,1,0
"2580",2580,272,1,49,2.05,3.83,7,0
"2581",2581,58,1,49,2.81,3.49,7,1
"2582",2582,17,1,49,2.68,2.94,7,0
"2583",2583,148,1,49,3.77,2.95,6,0
"2584",2584,163,1,49,2.29,3.07,6,0
"2585",2585,43,1,49,2.48,3.16,6,0
"2586",2586,229,1,49,5.77,3.63,4,0
"2587",2587,150,1,49,1.96,2.88,4,1
"2588",2588,119,1,49,2.52,2.98,4,0
"2589",2589,98,1,49,2.86,3.56,4,1
"2590",2590,45,1,49,2.1,2.92,4,0
"2591",2591,122,1,49,2.18,3,3,1
"2592",2592,72,1,49,2.33,2.93,4,1
"2593",2593,139,1,49,2.03,3.34,3,1
"2594",2594,44,1,49,2.25,3.16,3,0
"2595",2595,158,1,49,2.06,3.36,3,0
"2596",2596,111,1,49,4.66,2.91,2,0
"2597",2597,39,1,49,1.7,3.3,3,1
"2598",2598,267,1,49,2.84,3.42,2,0
"2599",2599,260,1,49,3.97,2.95,1,1
"2600",2600,0.5,1,49,2.35,2.94,2,1
"2601",2601,16,1,49,2.27,2.7,2,0
"2602",2602,68,1,49,4.77,2.78,1,0
"2603",2603,75,1,49,2.88,3.39,2,0
"2604",2604,152,1,49,2.39,3.05,1,0
"2605",2605,192,1,49,1.56,2.71,2,1
"2606",2606,125,1,49,1.44,2.73,2,0
"2607",2607,34,1,49,1.9,2.73,2,0
"2608",2608,36,1,49,2.62,3.37,1,1
"2609",2609,200,1,49,1.9,3.21,1,0
"2610",2610,101,1,49,2.21,3.32,1,0
"2611",2611,240,1,49,2.68,2.81,1,0
"2612",2612,62,1,49,2.62,3.18,1,0
"2613",2613,66,1,49,2.55,3.5,1,1
"2614",2614,67,1,49,1.98,3.1,1,0
"2615",2615,78,1,49,2.48,2.99,1,0
"2616",2616,146,1,49,3.09,2.96,1,0
"2617",2617,24,1,49,2.82,3.07,1,0
"2618",2618,60,1,50,2.34,3.38,6,0
"2619",2619,107,1,50,3.02,3.15,5,0
"2620",2620,67,1,50,3.29,3.63,4,0
"2621",2621,164,1,50,2.76,3.14,3,0
"2622",2622,28,1,50,3.27,3.88,3,0
"2623",2623,65,1,50,3.39,3.65,3,0
"2624",2624,37,1,50,3.46,3.59,2,0
"2625",2625,77,1,50,3.47,3.7,3,0
"2626",2626,90,1,50,2.48,3.46,2,0
"2627",2627,62,1,50,2.47,3.15,2,0
"2628",2628,152,1,50,3.46,3.74,3,0
"2629",2629,52,1,50,2.86,3.23,2,0
"2630",2630,72,1,50,3.54,3.27,3,0
"2631",2631,31,1,50,2.66,3.2,2,1
"2632",2632,52,1,50,3.61,3.06,3,0
"2633",2633,33,1,50,3.67,3.53,2,0
"2634",2634,104,1,50,3.03,3.81,2,0
"2635",2635,26,1,50,2.98,2.98,1,0
"2636",2636,39,1,50,2.98,2.98,1,0
"2637",2637,65,1,50,1.43,3.73,3,0
"2638",2638,102,1,50,2.83,3.14,2,0
"2639",2639,42,1,50,2.54,3.54,1,0
"2640",2640,80,1,50,2.28,3.92,2,0
"2641",2641,100,1,50,2.48,3.81,1,1
"2642",2642,64,1,50,1.3,3.29,2,0
"2643",2643,83,1,50,3.37,3.05,1,1
"2644",2644,40,1,50,2.59,3.43,2,1
"2645",2645,56,1,50,3.23,3.16,1,1
"2646",2646,36,1,50,2.66,3.32,1,0
"2647",2647,51,1,50,1.75,3.26,2,0
"2648",2648,19,1,50,3.27,3.01,1,1
"2649",2649,88,1,50,2.68,2.84,1,0
"2650",2650,70,1,50,3.35,3.41,1,0
"2651",2651,16,1,50,2.96,3.61,2,1
"2652",2652,36,1,50,3.42,3.35,3,1
"2653",2653,38,1,50,3.13,3.69,3,1
"2654",2654,63,1,50,3.4,3.21,2,0
"2655",2655,74,1,50,3.16,3.49,2,0
"2656",2656,109,1,50,3.54,3.47,3,0
"2657",2657,122,1,50,3.12,3.29,1,0
"2658",2658,82,1,50,3.18,2.85,1,0
"2659",2659,75,1,50,3.25,3.25,1,0
"2660",2660,114,1,50,3.25,3.25,1,0
"2661",2661,10,1,50,2.22,3.4,1,1
"2662",2662,89,1,51,2.48,3.14,1,1
"2663",2663,106,1,51,3.08,3.3,7,1
"2664",2664,33,1,51,1.62,3.59,6,0
"2665",2665,155,1,51,2.29,3.62,5,0
"2666",2666,113,1,51,2.21,3.13,5,1
"2667",2667,204,1,51,2.75,3.06,4,1
"2668",2668,97,1,51,1.36,3.82,3,0
"2669",2669,14,1,51,2.66,3.03,5,0
"2670",2670,70,1,51,2.72,3.35,4,0
"2671",2671,71,1,51,2.58,2.79,4,1
"2672",2672,28,1,51,3.08,3.41,3,0
"2673",2673,57,1,51,2.17,3.76,4,1
"2674",2674,46,1,51,2.11,2.9,2,0
"2675",2675,131,1,51,3.01,3.26,2,0
"2676",2676,190,1,51,3.01,3.26,2,0
"2677",2677,143,1,51,2.8,3.71,2,0
"2678",2678,58,1,51,2.5,3.35,3,0
"2679",2679,45,1,51,2.36,3.46,3,0
"2680",2680,140,1,51,2.82,3.15,2,0
"2681",2681,80,1,51,2.36,3.47,2,0
"2682",2682,29,1,51,2.57,3.19,3,0
"2683",2683,17,1,51,3.14,3,2,0
"2684",2684,153,1,51,2.12,3.05,2,0
"2685",2685,26,1,51,2.87,3.31,2,1
"2686",2686,104,1,51,2.59,3.11,2,0
"2687",2687,131,1,51,3.19,2.96,1,1
"2688",2688,96,1,51,2.58,3.62,2,1
"2689",2689,212,1,51,2.48,3.88,2,0
"2690",2690,96,1,51,2.82,3.12,2,1
"2691",2691,95,1,51,0.87,3.19,2,0
"2692",2692,196,1,51,2.06,3.77,2,1
"2693",2693,77,1,51,4.62,2.87,1,0
"2694",2694,25,1,51,1.61,3.56,2,1
"2695",2695,159,1,51,2.88,3.27,1,1
"2696",2696,83,1,51,2.87,3.37,1,1
"2697",2697,197,1,51,2.87,3.53,2,0
"2698",2698,164,1,51,2.72,3.09,2,0
"2699",2699,50,1,51,1.98,3.54,2,1
"2700",2700,113,1,51,1.96,3.36,1,0
"2701",2701,48,1,51,2.71,3.84,1,1
"2702",2702,166,1,51,2.04,3.46,1,1
"2703",2703,49,1,51,2.47,3.93,1,0
"2704",2704,28,1,51,2.29,3.12,1,1
"2705",2705,120,1,51,2.16,3.53,1,0
"2706",2706,15,1,51,2.31,3.15,1,0
"2707",2707,165,1,51,2.5,2.89,1,1
"2708",2708,47,1,51,1.9,2.83,1,0
"2709",2709,116,1,51,3.36,3.41,1,1
"2710",2710,44,1,51,1.44,3.19,1,0
"2711",2711,58,1,51,2.11,3.08,1,1
"2712",2712,64,1,52,3.15,3.03,1,1
"2713",2713,82,1,52,3.15,3.03,1,1
"2714",2714,59,1,52,2.09,3.21,7,0
"2715",2715,162,1,52,3.47,3.18,6,1
"2716",2716,100,1,52,1.94,3.36,5,0
"2717",2717,116,1,52,1.76,3.51,4,0
"2718",2718,23,1,52,3.03,2.81,5,1
"2719",2719,138,1,52,2.39,3.9,5,1
"2720",2720,116,1,52,1.96,3.43,4,0
"2721",2721,20,1,52,2.19,3.21,5,0
"2722",2722,64,1,52,4.25,3.14,4,0
"2723",2723,39,1,52,3.08,3.3,3,0
"2724",2724,100,1,52,2.95,2.83,3,0
"2725",2725,21,1,52,2.8,2.9,4,1
"2726",2726,115,1,52,2.74,2.83,3,1
"2727",2727,76,1,52,2.06,3.52,4,0
"2728",2728,13,1,52,3.09,3.34,3,0
"2729",2729,87,1,52,3.24,3.4,3,0
"2730",2730,26,1,52,3.22,3.02,2,0
"2731",2731,120,1,52,2.47,3.47,3,0
"2732",2732,9,1,52,2.92,3.01,4,1
"2733",2733,92,1,52,0.7,3.3,5,0
"2734",2734,100,1,52,1.31,3.1,4,0
"2735",2735,71,1,52,2.43,3.64,2,1
"2736",2736,132,1,52,2.36,3.34,3,0
"2737",2737,186,1,52,2.79,3.92,2,1
"2738",2738,101,1,52,2.79,2.98,2,0
"2739",2739,75,1,52,1.77,2.78,1,0
"2740",2740,35,1,52,2.18,3.46,2,1
"2741",2741,44,1,52,2.28,3.52,3,0
"2742",2742,58,1,52,2.98,2.69,1,1
"2743",2743,101,1,52,2.98,2.69,1,0
"2744",2744,83,1,52,3.43,3.16,2,0
"2745",2745,42,1,52,2.92,3.37,2,1
"2746",2746,62,1,52,2.43,3.2,2,0
"2747",2747,59,1,52,3.06,3.13,3,1
"2748",2748,34,1,52,2.48,3.17,2,1
"2749",2749,35,1,52,3.2,2.91,2,0
"2750",2750,66,1,52,3.04,3.73,1,0
"2751",2751,44,1,52,2.79,3.14,2,1
"2752",2752,66,1,52,3.31,2.98,2,1
"2753",2753,48,1,52,3.5,3.72,3,0
"2754",2754,38,1,52,2.71,3.68,2,0
"2755",2755,17,1,52,2.93,2.78,2,0
"2756",2756,42,1,52,1.93,3.16,1,0
"2757",2757,89,1,52,1.94,3.24,1,1
"2758",2758,49,1,52,2.2,2.89,1,0
"2759",2759,15,1,52,1.83,3.02,1,1
"2760",2760,131,1,52,1.83,3.02,1,0
"2761",2761,33,1,52,2.35,3.05,1,1
"2762",2762,17,1,52,2.8,2.94,1,0
"2763",2763,57,1,52,1.68,3.14,2,0
"2764",2764,37,1,52,2.8,3.27,1,0
"2765",2765,70,1,52,1.88,3.01,1,0
"2766",2766,68,1,52,4.17,2.89,1,1
"2767",2767,72,1,52,3.21,2.81,1,1
"2768",2768,25,1,52,2.63,3.26,2,1
"2769",2769,110,1,52,2.45,3.08,1,0
"2770",2770,122,1,52,2.28,3.16,2,1
"2771",2771,92,1,52,1.83,3.57,2,1
"2772",2772,79,1,52,2.79,3.37,1,1
"2773",2773,136,1,52,2.32,3.11,1,1
"2774",2774,101,1,52,1.92,3.78,2,1
"2775",2775,92,1,52,2.57,3.37,1,0
"2776",2776,101,1,52,2.61,3.16,2,1
"2777",2777,43,1,52,3.42,2.76,1,1
"2778",2778,155,1,52,3.05,3.14,2,1
"2779",2779,28,1,52,2.51,3.73,1,0
"2780",2780,70,1,52,2.52,3,1,0
"2781",2781,81,1,52,2.38,3.25,2,1
"2782",2782,71,1,52,2.83,2.87,1,0
"2783",2783,93,1,52,3.12,3.23,1,1
"2784",2784,71,1,52,2.39,3.62,1,0
"2785",2785,36,1,52,2.78,3.13,1,0
"2786",2786,161,1,52,2.09,3.26,1,0
"2787",2787,43,1,52,2.83,3.35,1,0
"2788",2788,83,1,52,2.27,3.48,1,0
"2789",2789,32,1,52,2.91,3.16,1,0
"2790",2790,161,1,52,1.93,3.65,1,0
"2791",2791,23,1,52,2.39,3.55,1,0
"2792",2792,127,1,52,2.09,3.51,1,0
"2793",2793,110,1,52,1.48,3.12,1,1
"2794",2794,18,1,52,2.44,3.15,1,0
"2795",2795,136,1,53,3.69,3.55,3,1
"2796",2796,44,1,53,4.03,3.33,3,1
"2797",2797,14,1,53,5.18,3.07,3,0
"2798",2798,58,1,53,1.83,2.87,4,0
"2799",2799,30,1,53,2.35,3.24,3,0
"2800",2800,29,1,53,2.41,3.15,2,0
"2801",2801,123,1,53,2.15,4.32,3,0
"2802",2802,69,1,53,2.35,3.43,4,1
"2803",2803,51,1,53,1.8,3.24,3,0
"2804",2804,88,1,53,2.65,3.02,2,1
"2805",2805,126,1,53,1.66,2.62,3,0
"2806",2806,27,1,53,2.91,3.41,3,1
"2807",2807,52,1,53,2.12,3.13,2,0
"2808",2808,64,1,53,5.1,3.07,2,0
"2809",2809,13,1,53,3.77,3.5,3,0
"2810",2810,11,1,53,2.19,3.77,2,1
"2811",2811,47,1,53,1.79,3.31,2,0
"2812",2812,24,1,53,2.98,3.69,4,1
"2813",2813,74,1,53,1.71,3.67,5,1
"2814",2814,52,1,53,4.38,3.04,4,1
"2815",2815,37,1,53,2.21,3.56,4,0
"2816",2816,62,1,53,1.91,3.44,1,1
"2817",2817,89,1,53,3.26,3.57,2,0
"2818",2818,79,1,53,3.3,3.26,1,0
"2819",2819,75,1,53,2.23,3.19,2,0
"2820",2820,49,1,53,4.56,2.81,1,0
"2821",2821,37,1,53,3.29,3.36,2,0
"2822",2822,153,1,53,2.4,3.16,1,0
"2823",2823,52,1,53,1.88,3.54,4,0
"2824",2824,31,1,53,1.8,3.06,5,0
"2825",2825,69,1,53,1.88,3.54,4,1
"2826",2826,45,1,53,3.68,4.06,2,0
"2827",2827,68,1,53,2.98,2.93,1,0
"2828",2828,61,1,53,2.8,3.61,1,0
"2829",2829,66,1,53,3.23,3.44,2,0
"2830",2830,15,1,53,5.02,3.42,3,0
"2831",2831,107,1,53,1.75,3.62,2,0
"2832",2832,31,1,53,1.13,3.26,1,1
"2833",2833,23,1,53,3.34,3.29,1,1
"2834",2834,10,1,53,2.51,2.86,1,0
"2835",2835,54,1,53,2.24,3.05,1,1
"2836",2836,85,1,53,1.52,3.23,2,0
"2837",2837,31,1,53,2.15,2.91,1,0
"2838",2838,119,1,53,1.62,3.04,2,0
"2839",2839,118,1,53,3.22,3.46,1,1
"2840",2840,89,1,53,3.1,2.99,1,0
"2841",2841,17,1,53,2.01,3.32,2,1
"2842",2842,54,1,53,2.35,2.75,1,0
"2843",2843,45,1,53,2.64,3.07,1,1
"2844",2844,49,1,53,1.45,3.36,1,0
"2845",2845,52,1,53,2.61,3.04,1,1
"2846",2846,48,1,53,2.46,2.9,1,0
"2847",2847,38,1,53,1.9,2.79,1,0
"2848",2848,34,1,53,1.91,2.96,1,0
"2849",2849,79,1,53,1.87,2.94,1,0
"2850",2850,59,1,53,1.01,2.96,1,0
"2851",2851,98,1,53,2.24,2.92,1,1
"2852",2852,146,1,54,2.64,2.84,11,0
"2853",2853,45,1,54,3.19,3.49,7,0
"2854",2854,50,1,54,3.8,2.7,9,0
"2855",2855,117,1,54,3.9,3.33,7,0
"2856",2856,32,1,54,4.2,3.61,7,0
"2857",2857,116,1,54,1.96,3.08,7,0
"2858",2858,30,1,54,1.75,3.37,7,1
"2859",2859,62,1,54,1.04,3.49,4,0
"2860",2860,65,1,54,1.85,2.88,5,0
"2861",2861,39,1,54,1.77,2.83,3,0
"2862",2862,91,1,54,1.48,3.41,2,1
"2863",2863,14,1,54,1.23,3.02,3,1
"2864",2864,39,1,54,1.45,3.38,5,0
"2865",2865,108,1,54,4.55,3.25,5,0
"2866",2866,36,1,54,2.17,2.96,5,1
"2867",2867,161,1,54,3.95,3.32,4,1
"2868",2868,77,1,54,4.04,2.78,4,0
"2869",2869,73,1,54,3.6,3.65,2,0
"2870",2870,73,1,54,3.49,3.34,4,1
"2871",2871,96,1,54,2.24,3.32,5,1
"2872",2872,173,1,54,1.66,2.9,5,0
"2873",2873,74,1,54,1.88,2.89,5,1
"2874",2874,89,1,54,1.91,3.1,4,0
"2875",2875,78,1,54,1.66,3.26,4,0
"2876",2876,78,1,54,3.04,3,3,0
"2877",2877,42,1,54,2.24,3.02,4,0
"2878",2878,119,1,55,3.06,3.03,9,0
"2879",2879,105,1,55,2.41,4.06,8,1
"2880",2880,37,1,55,3.28,3.17,4,0
"2881",2881,92,1,55,2.88,2.83,4,0
"2882",2882,30,1,55,3.34,3.54,3,1
"2883",2883,107,1,55,2.94,3.08,3,1
"2884",2884,66,1,55,2.52,3.08,3,0
"2885",2885,82,1,55,3,2.83,2,0
"2886",2886,97,1,55,2.98,3.32,2,0
"2887",2887,8,1,55,2.9,3.11,2,1
"2888",2888,71,1,55,2.28,3.37,2,0
"2889",2889,266,1,55,3.06,3.54,1,1
"2890",2890,10,1,55,2.88,2.83,1,0
"2891",2891,88,1,55,2.36,4.04,2,1
"2892",2892,46,1,55,2.22,3.33,1,1
"2893",2893,58,1,55,2.16,3.14,2,0
"2894",2894,91,1,55,3.35,3.12,1,0
"2895",2895,6,1,55,2.76,3.09,1,0
"2896",2896,150,1,56,1.99,4.11,3,1
"2897",2897,100,1,56,2.47,2.93,4,0
"2898",2898,284,1,56,2.48,3.32,5,0
"2899",2899,314,1,56,3.66,3.37,4,0
"2900",2900,195,1,56,1.46,3.14,4,0
"2901",2901,128,1,56,2.1,2.76,3,0
"2902",2902,320,0,56,2.32,2.68,1,0
"2903",2903,254,1,56,1.89,3.92,2,0
"2904",2904,217,1,56,2.93,2.85,2,1
"2905",2905,18,1,56,3.04,2.52,1,0
"2906",2906,160,1,56,3.31,2.76,1,0
"2907",2907,306,0,56,0.7,3.74,2,1
"2908",2908,138,1,56,1.73,2.62,4,1
"2909",2909,117,1,56,2.14,2.82,1,1
"2910",2910,208,1,56,2.46,3.26,1,0
"2911",2911,251,1,56,2.31,2.89,1,1
"2912",2912,165,1,56,3.43,3.01,1,1
"2913",2913,21,1,57,3.44,3.01,5,1
"2914",2914,51,1,57,2.67,4.07,5,0
"2915",2915,22,1,57,2.26,3.88,5,1
"2916",2916,126,1,57,1.68,3.67,5,1
"2917",2917,20,1,57,2.98,3.91,4,0
"2918",2918,32,1,57,3.05,3.3,3,1
"2919",2919,59,1,57,3.15,3.88,3,1
"2920",2920,87,1,57,2.79,3.26,3,1
"2921",2921,81,1,57,3.3,2.74,3,0
"2922",2922,73,1,57,3.06,2.95,3,1
"2923",2923,102,1,57,2.78,2.73,2,0
"2924",2924,31,1,57,2.84,3.46,3,0
"2925",2925,31,1,57,2.9,2.76,2,1
"2926",2926,62,1,57,3.28,2.99,2,0
"2927",2927,142,1,57,3.68,2.81,3,1
"2928",2928,47,1,57,3.07,3.35,2,0
"2929",2929,21,1,57,2.96,2.88,3,1
"2930",2930,18,1,57,3.42,3.47,2,0
"2931",2931,80,1,57,3.42,3.45,3,0
"2932",2932,157,1,57,2.28,3.26,3,0
"2933",2933,30,1,57,4.02,2.82,2,1
"2934",2934,98,1,57,1.99,3.06,1,0
"2935",2935,36,1,57,3.24,2.79,2,1
"2936",2936,31,1,57,2.21,3.25,2,0
"2937",2937,112,1,57,2.65,3.36,1,0
"2938",2938,127,1,57,2.89,3.83,2,1
"2939",2939,125,1,57,2.6,3.27,1,0
"2940",2940,137,1,57,3.64,3.25,2,0
"2941",2941,59,1,57,3.09,2.88,1,0
"2942",2942,70,1,57,3.67,3.11,2,1
"2943",2943,140,1,57,2.3,3.54,2,0
"2944",2944,78,1,57,3.48,3.05,1,1
"2945",2945,14,1,57,2.86,3.25,1,1
"2946",2946,85,1,57,2.49,3.96,2,0
"2947",2947,67,1,57,3.08,3.58,1,1
"2948",2948,76,1,57,2.7,2.9,1,1
"2949",2949,31,1,57,2.27,2.78,1,1
"2950",2950,72,1,57,3.06,2.56,1,1
"2951",2951,15,1,57,3.11,3.37,1,0
"2952",2952,72,1,57,2.52,2.84,1,1
"2953",2953,55,1,57,2.69,3.13,1,1
"2954",2954,25,1,57,3.9,2.97,1,1
"2955",2955,47,1,57,2.49,3.13,1,0
"2956",2956,118,1,57,2.28,2.96,1,0
"2957",2957,75,1,57,3.05,3.26,1,1
"2958",2958,67,1,57,2.99,2.89,1,0
"2959",2959,67,1,57,3.52,2.57,1,0
"2960",2960,11,1,57,2.66,3.16,1,1
"2961",2961,84,1,58,2.98,3.16,14,1
"2962",2962,13,1,58,2.52,3.38,8,0
"2963",2963,68,1,58,2.86,3.17,9,0
"2964",2964,156,1,58,2.22,3.9,4,0
"2965",2965,66,1,58,2.73,3.69,4,0
"2966",2966,9,1,58,2.99,3.06,4,0
"2967",2967,51,1,58,2.96,2.76,7,0
"2968",2968,97,1,58,2.34,3.23,3,1
"2969",2969,76,1,58,2.57,3.56,5,0
"2970",2970,90,1,58,2.57,3.56,5,1
"2971",2971,102,1,58,2.29,3.04,3,0
"2972",2972,58,1,58,2.57,2.74,4,1
"2973",2973,39,1,58,2.57,3.12,4,0
"2974",2974,23,1,58,3.18,3.3,3,1
"2975",2975,58,1,58,2.13,3.3,3,1
"2976",2976,52,1,58,2.24,3.14,3,0
"2977",2977,15,1,58,3.66,3.56,3,0
"2978",2978,51,1,58,2.79,3.49,3,1
