"Package","Item","Title","Rows","Cols","n_character","n_binary","n_factor","n_logical","n_numeric","CSV","Doc"
"DAAG","austpop","Population figures for Australian States and Territories",9,10,0,0,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/austpop.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/austpop.html"
"DAAG","biomass","Biomass Data",153,8,0,0,2,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/biomass.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/biomass.html"
"DAAG","bomregions","Australian and Related Historical Annual Climate Data, by region",109,22,0,0,0,0,22,"https://jemus42.github.io/Rdatasets/csv/DAAG/bomregions.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/bomregions.html"
"DAAG","bomregions2011","Australian and Related Historical Annual Climate Data, by region",112,22,0,0,0,0,22,"https://jemus42.github.io/Rdatasets/csv/DAAG/bomregions2011.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/bomregions2011.html"
"DAAG","bomregions2012","Australian and Related Historical Annual Climate Data, by region",113,22,0,0,0,0,22,"https://jemus42.github.io/Rdatasets/csv/DAAG/bomregions2012.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/bomregions2012.html"
"DAAG","bomsoi","Southern Oscillation Index Data",106,21,0,0,0,0,21,"https://jemus42.github.io/Rdatasets/csv/DAAG/bomsoi.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/bomsoi.html"
"DAAG","bomsoi2001","Southern Oscillation Index Data",102,15,0,0,0,0,15,"https://jemus42.github.io/Rdatasets/csv/DAAG/bomsoi2001.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/bomsoi2001.html"
"DAAG","bostonc","Boston Housing Data - Corrected",517,1,1,0,0,0,0,"https://jemus42.github.io/Rdatasets/csv/DAAG/bostonc.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/bostonc.html"
"DAAG","carprice","US Car Price Data",48,9,0,0,1,0,8,"https://jemus42.github.io/Rdatasets/csv/DAAG/carprice.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/carprice.html"
"DAAG","Cars93.summary","A Summary of the Cars93 Data set",6,4,0,0,1,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/Cars93.summary.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/Cars93.summary.html"
"DAAG","cerealsugar","Percentage of Sugar in Breakfast Cereal",100,1,0,0,0,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/cerealsugar.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cerealsugar.html"
"DAAG","cfseal","Cape Fur Seal Data",30,11,0,0,0,0,11,"https://jemus42.github.io/Rdatasets/csv/DAAG/cfseal.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cfseal.html"
"DAAG","cities","Populations of Major Canadian Cities (1992-96)",25,7,0,0,2,0,5,"https://jemus42.github.io/Rdatasets/csv/DAAG/cities.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cities.html"
"DAAG","codling","Dose-mortality data, for fumigation of codling moth with methyl bromide",99,10,1,1,1,0,8,"https://jemus42.github.io/Rdatasets/csv/DAAG/codling.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/codling.html"
"DAAG","cottonworkers","Occupation and wage profiles of British cotton workers",14,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/cottonworkers.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cottonworkers.html"
"DAAG","cps1","Labour Training Evaluation Data",15992,10,0,4,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/cps1.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cps1.html"
"DAAG","cps2","Labour Training Evaluation Data",2369,10,0,4,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/cps2.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cps2.html"
"DAAG","cps3","Labour Training Evaluation Data",429,10,0,4,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/cps3.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cps3.html"
"DAAG","cricketer","Lifespans of UK 1st class cricketers born 1840-1960",5960,8,0,5,2,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/cricketer.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cricketer.html"
"DAAG","cuckoohosts","Comparison of cuckoo eggs with host eggs",10,12,0,0,0,0,12,"https://jemus42.github.io/Rdatasets/csv/DAAG/cuckoohosts.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cuckoohosts.html"
"DAAG","cuckoos","Cuckoo Eggs Data",120,4,0,0,1,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/cuckoos.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/cuckoos.html"
"DAAG","dengue","Dengue prevalence, by administrative region",2000,13,0,1,0,0,13,"https://jemus42.github.io/Rdatasets/csv/DAAG/dengue.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/dengue.html"
"DAAG","dewpoint","Dewpoint Data",72,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/dewpoint.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/dewpoint.html"
"DAAG","droughts","Periods Between Rain Events",2042,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/droughts.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/droughts.html"
"DAAG","edcCO2","EPICA Dome C Ice Core 800KYr Carbon Dioxide Data",1096,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/edcCO2.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/edcCO2.html"
"DAAG","edcT","EPICA Dome C Ice Core 800KYr Temperature Estimates",5788,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/DAAG/edcT.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/edcT.html"
"DAAG","elastic1","Elastic Band Data Replicated",7,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/elastic1.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/elastic1.html"
"DAAG","elastic2","Elastic Band Data Replicated Again",9,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/elastic2.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/elastic2.html"
"DAAG","elasticband","Elastic Band Data",7,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/elasticband.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/elasticband.html"
"DAAG","fossilfuel","Fossil Fuel Data",5,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/fossilfuel.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/fossilfuel.html"
"DAAG","fossum","Female Possum Measurements",43,14,0,1,2,0,12,"https://jemus42.github.io/Rdatasets/csv/DAAG/fossum.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/fossum.html"
"DAAG","frogs","Frogs Data",212,10,0,1,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/frogs.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/frogs.html"
"DAAG","frostedflakes","Frosted Flakes data",100,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/frostedflakes.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/frostedflakes.html"
"DAAG","fruitohms","Electrical Resistance of Kiwi Fruit",128,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/fruitohms.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/fruitohms.html"
"DAAG","gaba","Effect of pentazocine on post-operative pain (average VAS scores)",9,7,0,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/DAAG/gaba.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/gaba.html"
"DAAG","geophones","Seismic Timing Data",56,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/geophones.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/geophones.html"
"DAAG","greatLakes","Yearly averages of Great Lake heights: 1918 - 2009",92,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/greatLakes.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/greatLakes.html"
"DAAG","grog","Alcohol consumption in Australia and New Zealand",18,5,0,1,1,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/grog.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/grog.html"
"DAAG","head.injury","Minor Head Injury (Simulated) Data",3121,11,0,11,0,0,11,"https://jemus42.github.io/Rdatasets/csv/DAAG/head.injury.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/head.injury.html"
"DAAG","headInjury","Minor Head Injury (Simulated) Data",3121,11,0,11,0,0,11,"https://jemus42.github.io/Rdatasets/csv/DAAG/headInjury.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/headInjury.html"
"DAAG","hills","Scottish Hill Races Data",35,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/hills.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/hills.html"
"DAAG","hills2000","Scottish Hill Races Data - 2000",56,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/hills2000.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/hills2000.html"
"DAAG","hotspots","Hawaian island chain hotspot Potassium-Argon ages",35,6,3,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/hotspots.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/hotspots.html"
"DAAG","hotspots2006","Hawaian island chain hotspot Argon-Argon ages",10,6,0,1,0,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/hotspots2006.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/hotspots2006.html"
"DAAG","houseprices","Aranda House Prices",15,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/houseprices.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/houseprices.html"
"DAAG","humanpower1","Oxygen uptake versus mechanical power, for humans",28,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/humanpower1.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/humanpower1.html"
"DAAG","humanpower2","Oxygen uptake versus mechanical power, for humans",26,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/humanpower2.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/humanpower2.html"
"DAAG","hurricNamed","Named US Atlantic Hurricanes",94,12,2,1,1,0,8,"https://jemus42.github.io/Rdatasets/csv/DAAG/hurricNamed.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/hurricNamed.html"
"DAAG","intersalt","Blood pressure versus Salt; inter-population data",52,4,1,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/intersalt.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/intersalt.html"
"DAAG","ironslag","Iron Content Measurements",53,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/ironslag.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/ironslag.html"
"DAAG","jobs","Canadian Labour Force Summary Data (1995-96)",24,7,0,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/DAAG/jobs.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/jobs.html"
"DAAG","kiwishade","Kiwi Shading Data",48,4,0,0,3,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/kiwishade.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/kiwishade.html"
"DAAG","leafshape","Full Leaf Shape Data Set",286,9,0,1,1,0,8,"https://jemus42.github.io/Rdatasets/csv/DAAG/leafshape.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/leafshape.html"
"DAAG","leafshape17","Subset of Leaf Shape Data Set",61,8,0,1,0,0,8,"https://jemus42.github.io/Rdatasets/csv/DAAG/leafshape17.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/leafshape17.html"
"DAAG","leaftemp","Leaf and Air Temperature Data",62,4,0,0,1,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/leaftemp.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/leaftemp.html"
"DAAG","leaftemp.all","Full Leaf and Air Temperature Data Set",62,9,0,0,3,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/leaftemp.all.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/leaftemp.all.html"
"DAAG","litters","Mouse Litters",20,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/litters.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/litters.html"
"DAAG","Lottario","Ontario Lottery Data",39,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/Lottario.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/Lottario.html"
"DAAG","lung","Cape Fur Seal Lung Measurements",30,1,0,0,0,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/lung.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/lung.html"
"DAAG","Manitoba.lakes","The Nine Largest Lakes in Manitoba",9,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/Manitoba.lakes.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/Manitoba.lakes.html"
"DAAG","measles","Deaths in London from measles",311,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/measles.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/measles.html"
"DAAG","medExpenses","Family Medical Expenses",33,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/medExpenses.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/medExpenses.html"
"DAAG","mifem","Mortality Outcomes for Females Suffering Myocardial Infarction",1295,10,0,1,8,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/mifem.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/mifem.html"
"DAAG","mignonette","Darwin's Wild Mignonette Data",24,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/mignonette.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/mignonette.html"
"DAAG","milk","Milk Sweetness Study",17,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/milk.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/milk.html"
"DAAG","modelcars","Model Car Data",12,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/modelcars.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/modelcars.html"
"DAAG","monica","WHO Monica Data",6367,12,0,3,10,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/monica.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/monica.html"
"DAAG","moths","Moths Data",41,4,0,0,1,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/moths.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/moths.html"
"DAAG","nassCDS","Airbag and other influences on accident fatalities",26217,15,3,7,5,0,7,"https://jemus42.github.io/Rdatasets/csv/DAAG/nassCDS.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nassCDS.html"
"DAAG","nasshead","Documentation of names of columns in nass9702cor",56,3,3,0,0,0,0,"https://jemus42.github.io/Rdatasets/csv/DAAG/nasshead.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nasshead.html"
"DAAG","nihills","Record times for Northern Ireland mountain running events",23,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/nihills.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nihills.html"
"DAAG","nsw74demo","Labour Training Evaluation Data",445,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/nsw74demo.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nsw74demo.html"
"DAAG","nsw74psid1","Labour Training Evaluation Data",2675,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/nsw74psid1.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nsw74psid1.html"
"DAAG","nsw74psid3","Labour Training Evaluation Data",313,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/nsw74psid3.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nsw74psid3.html"
"DAAG","nsw74psidA","A Subset of the nsw74psid1 Data Set",252,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/nsw74psidA.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nsw74psidA.html"
"DAAG","nswdemo","Labour Training Evaluation Data",722,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/nswdemo.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nswdemo.html"
"DAAG","nswpsid1","Labour Training Evaluation Data",2787,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/nswpsid1.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/nswpsid1.html"
"DAAG","oddbooks","Measurements on 12 books",12,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/oddbooks.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/oddbooks.html"
"DAAG","orings","Challenger O-rings Data",23,4,0,1,0,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/orings.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/orings.html"
"DAAG","ozone","Ozone Data",45,11,0,0,0,0,11,"https://jemus42.github.io/Rdatasets/csv/DAAG/ozone.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/ozone.html"
"DAAG","pair65","Heated Elastic Bands",9,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/pair65.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/pair65.html"
"DAAG","possum","Possum Measurements",104,14,0,2,2,0,12,"https://jemus42.github.io/Rdatasets/csv/DAAG/possum.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/possum.html"
"DAAG","possumsites","Possum Sites",7,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/possumsites.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/possumsites.html"
"DAAG","poxetc","Deaths from various causes, in London from 1629 till 1881, with gaps",253,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/DAAG/poxetc.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/poxetc.html"
"DAAG","primates","Primate Body and Brain Weights",5,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/primates.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/primates.html"
"DAAG","progression","Progression of Record times for track races, 1912 - 2008",227,4,1,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/progression.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/progression.html"
"DAAG","psid1","Labour Training Evaluation Data",2490,10,0,4,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/psid1.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/psid1.html"
"DAAG","psid2","Labour Training Evaluation Data",253,10,0,4,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/psid2.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/psid2.html"
"DAAG","psid3","Labour Training Evaluation Data",128,10,0,4,0,0,10,"https://jemus42.github.io/Rdatasets/csv/DAAG/psid3.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/psid3.html"
"DAAG","races2000","Scottish Hill Races Data - 2000",77,5,1,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/races2000.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/races2000.html"
"DAAG","rainforest","Rainforest Data",65,7,0,0,1,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/rainforest.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/rainforest.html"
"DAAG","rareplants","Rare and Endangered Plant Species",4,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/rareplants.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/rareplants.html"
"DAAG","rice","Genetically Modified and Wild Type Rice Data",72,7,0,2,3,0,4,"https://jemus42.github.io/Rdatasets/csv/DAAG/rice.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/rice.html"
"DAAG","rockArt","Pacific Rock Art features",103,641,13,624,0,0,628,"https://jemus42.github.io/Rdatasets/csv/DAAG/rockArt.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/rockArt.html"
"DAAG","roller","Lawn Roller Data",10,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/roller.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/roller.html"
"DAAG","science","School Science Survey Data",1385,7,0,3,6,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/science.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/science.html"
"DAAG","seedrates","Barley Seeding Rate Data",5,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/seedrates.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/seedrates.html"
"DAAG","socsupport","Social Support Data",95,20,0,3,8,0,12,"https://jemus42.github.io/Rdatasets/csv/DAAG/socsupport.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/socsupport.html"
"DAAG","softbacks","Measurements on a Selection of Paperback Books",8,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/softbacks.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/softbacks.html"
"DAAG","sorption","sorption data set",192,14,0,0,5,0,9,"https://jemus42.github.io/Rdatasets/csv/DAAG/sorption.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/sorption.html"
"DAAG","SP500close","Closing Numbers for S and P 500 Index",2780,1,0,0,0,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/SP500close.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/SP500close.html"
"DAAG","SP500W90","Closing Numbers for S and P 500 Index - First 100 Days of 1990",100,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/SP500W90.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/SP500W90.html"
"DAAG","spam7","Spam E-mail Data",4601,7,0,1,1,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/spam7.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/spam7.html"
"DAAG","stVincent","Averages by block of yields for the St. Vincent Corn data",324,8,0,0,2,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/stVincent.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/stVincent.html"
"DAAG","sugar","Sugar Data",12,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/sugar.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/sugar.html"
"DAAG","tinting","Car Window Tinting Experiment Data",182,9,0,3,4,0,5,"https://jemus42.github.io/Rdatasets/csv/DAAG/tinting.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/tinting.html"
"DAAG","tomato","Root weights of tomato plants exposed to 4 different treatments",24,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/DAAG/tomato.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/tomato.html"
"DAAG","toycars","Toy Cars Data",27,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/toycars.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/toycars.html"
"DAAG","vince111b","Averages by block of corn yields, for treatment 111 only",36,8,0,0,2,0,6,"https://jemus42.github.io/Rdatasets/csv/DAAG/vince111b.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/vince111b.html"
"DAAG","vlt","Video Lottery Terminal Data",345,5,0,1,0,0,5,"https://jemus42.github.io/Rdatasets/csv/DAAG/vlt.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/vlt.html"
"DAAG","wages1833","Wages of Lancashire Cotton Factory Workers in 1833",51,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/DAAG/wages1833.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/wages1833.html"
"DAAG","whoops","Deaths from whooping cough, in London",142,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/DAAG/whoops.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/whoops.html"
"DAAG","worldRecords","Record times for track and road races, at August 9th 2006",40,5,1,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/DAAG/worldRecords.csv","https://jemus42.github.io/Rdatasets/doc/DAAG/worldRecords.html"
"datasets","ability.cov","Ability and Intelligence Tests",6,8,0,0,0,0,8,"https://jemus42.github.io/Rdatasets/csv/datasets/ability.cov.csv","https://jemus42.github.io/Rdatasets/doc/datasets/ability.cov.html"
"datasets","airmiles","Passenger Miles on Commercial US Airlines, 1937-1960",24,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/airmiles.csv","https://jemus42.github.io/Rdatasets/doc/datasets/airmiles.html"
"datasets","AirPassengers","Monthly Airline Passenger Numbers 1949-1960",144,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/AirPassengers.csv","https://jemus42.github.io/Rdatasets/doc/datasets/AirPassengers.html"
"datasets","airquality","New York Air Quality Measurements",153,6,0,0,0,0,6,"https://jemus42.github.io/Rdatasets/csv/datasets/airquality.csv","https://jemus42.github.io/Rdatasets/doc/datasets/airquality.html"
"datasets","anscombe","Anscombe's Quartet of 'Identical' Simple Linear Regressions",11,8,0,1,0,0,8,"https://jemus42.github.io/Rdatasets/csv/datasets/anscombe.csv","https://jemus42.github.io/Rdatasets/doc/datasets/anscombe.html"
"datasets","attenu","The Joyner-Boore Attenuation Data",182,5,0,0,1,0,4,"https://jemus42.github.io/Rdatasets/csv/datasets/attenu.csv","https://jemus42.github.io/Rdatasets/doc/datasets/attenu.html"
"datasets","attitude","The Chatterjee-Price Attitude Data",30,7,0,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/datasets/attitude.csv","https://jemus42.github.io/Rdatasets/doc/datasets/attitude.html"
"datasets","austres","Quarterly Time Series of the Number of Australian Residents",89,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/austres.csv","https://jemus42.github.io/Rdatasets/doc/datasets/austres.html"
"datasets","BJsales","Sales Data with Leading Indicator",150,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/BJsales.csv","https://jemus42.github.io/Rdatasets/doc/datasets/BJsales.html"
"datasets","BOD","Biochemical Oxygen Demand",6,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/BOD.csv","https://jemus42.github.io/Rdatasets/doc/datasets/BOD.html"
"datasets","cars","Speed and Stopping Distances of Cars",50,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/cars.csv","https://jemus42.github.io/Rdatasets/doc/datasets/cars.html"
"datasets","ChickWeight","Weight versus age of chicks on different diets",578,4,0,0,2,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/ChickWeight.csv","https://jemus42.github.io/Rdatasets/doc/datasets/ChickWeight.html"
"datasets","chickwts","Chicken Weights by Feed Type",71,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/datasets/chickwts.csv","https://jemus42.github.io/Rdatasets/doc/datasets/chickwts.html"
"datasets","CO2","Carbon Dioxide Uptake in Grass Plants",84,5,0,2,3,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/CO2.csv","https://jemus42.github.io/Rdatasets/doc/datasets/CO2.html"
"datasets","co2","Mauna Loa Atmospheric CO2 Concentration",468,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/datasets/co2.csv","https://jemus42.github.io/Rdatasets/doc/datasets/co2.html"
