"","age","sex","year","deaths","id"
"97.1982",48,"men",1982,182,97
"100.1982",49,"women",1982,106,100
"99.1982",49,"men",1982,219,99
"102.1982",50,"women",1982,105,102
"101.1982",50,"men",1982,216,101
"104.1982",51,"women",1982,130,104
"103.1982",51,"men",1982,275,103
"106.1982",52,"women",1982,181,106
"105.1982",52,"men",1982,279,105
"108.1982",53,"women",1982,167,108
"107.1982",53,"men",1982,289,107
"110.1982",54,"women",1982,187,110
"109.1982",54,"men",1982,323,109
"112.1982",55,"women",1982,232,112
"111.1982",55,"men",1982,387,111
"114.1982",56,"women",1982,246,114
"113.1982",56,"men",1982,462,113
"116.1982",57,"women",1982,238,116
"115.1982",57,"men",1982,468,115
"118.1982",58,"women",1982,295,118
"117.1982",58,"men",1982,546,117
"120.1982",59,"women",1982,295,120
"119.1982",59,"men",1982,596,119
"122.1982",60,"women",1982,363,122
"121.1982",60,"men",1982,681,121
"124.1982",61,"women",1982,382,124
"123.1982",61,"men",1982,824,123
"126.1982",62,"women",1982,426,126
"125.1982",62,"men",1982,881,125
"128.1982",63,"women",1982,418,128
"127.1982",63,"men",1982,756,127
"130.1982",64,"women",1982,449,130
"129.1982",64,"men",1982,906,129
"132.1982",65,"women",1982,511,132
"131.1982",65,"men",1982,943,131
"134.1982",66,"women",1982,525,134
"133.1982",66,"men",1982,1015,133
"136.1982",67,"women",1982,648,136
"135.1982",67,"men",1982,1148,135
"138.1982",68,"women",1982,757,138
"137.1982",68,"men",1982,1258,137
"140.1982",69,"women",1982,739,140
"139.1982",69,"men",1982,1381,139
"142.1982",70,"women",1982,857,142
"141.1982",70,"men",1982,1432,141
"144.1982",71,"women",1982,905,144
"143.1982",71,"men",1982,1458,143
"146.1982",72,"women",1982,996,146
"145.1982",72,"men",1982,1675,145
"148.1982",73,"women",1982,1126,148
"147.1982",73,"men",1982,1605,147
"150.1982",74,"women",1982,1166,150
"149.1982",74,"men",1982,1727,149
"152.1982",75,"women",1982,1268,152
"151.1982",75,"men",1982,1725,151
"154.1982",76,"women",1982,1431,154
"153.1982",76,"men",1982,1688,153
"156.1982",77,"women",1982,1354,156
"155.1982",77,"men",1982,1727,155
"158.1982",78,"women",1982,1455,158
"157.1982",78,"men",1982,1759,157
"160.1982",79,"women",1982,1577,160
"159.1982",79,"men",1982,1776,159
"162.1982",80,"women",1982,1705,162
"161.1982",80,"men",1982,1775,161
"164.1982",81,"women",1982,1676,164
"163.1982",81,"men",1982,1595,163
"166.1982",82,"women",1982,1685,166
"165.1982",82,"men",1982,1543,165
"168.1982",83,"women",1982,1693,168
"167.1982",83,"men",1982,1486,167
"170.1982",84,"women",1982,1639,170
"169.1982",84,"men",1982,1357,169
"172.1982",85,"women",1982,1617,172
"171.1982",85,"men",1982,1215,171
"174.1982",86,"women",1982,1487,174
"173.1982",86,"men",1982,1084,173
"176.1982",87,"women",1982,1415,176
"175.1982",87,"men",1982,942,175
"178.1982",88,"women",1982,1283,178
"177.1982",88,"men",1982,863,177
"180.1982",89,"women",1982,1241,180
"179.1982",89,"men",1982,708,179
"182.1982",90,"women",1982,988,182
"181.1982",90,"men",1982,569,181
"184.1982",91,"women",1982,912,184
"183.1982",91,"men",1982,501,183
"186.1982",92,"women",1982,714,186
"185.1982",92,"men",1982,368,185
"188.1982",93,"women",1982,600,188
"187.1982",93,"men",1982,287,187
"190.1982",94,"women",1982,486,190
"189.1982",94,"men",1982,226,189
"192.1982",95,"women",1982,324,192
"191.1982",95,"men",1982,184,191
"194.1982",96,"women",1982,250,194
"193.1982",96,"men",1982,133,193
"196.1982",97,"women",1982,195,196
"195.1982",97,"men",1982,85,195
"198.1982",98,"women",1982,122,198
"197.1982",98,"men",1982,56,197
"200.1982",99,"women",1982,80,200
"199.1982",99,"men",1982,34,199
"202.1982",100,"women",1982,126,202
"201.1982",100,"men",1982,54,201
"2.1983",0,"women",1983,313,2
"1.1983",0,"men",1983,333,1
"4.1983",1,"women",1983,16,4
"3.1983",1,"men",1983,17,3
"6.1983",2,"women",1983,10,6
"5.1983",2,"men",1983,16,5
"8.1983",3,"women",1983,8,8
"7.1983",3,"men",1983,15,7
"10.1983",4,"women",1983,7,10
"9.1983",4,"men",1983,12,9
"12.1983",5,"women",1983,6,12
"11.1983",5,"men",1983,12,11
"14.1983",6,"women",1983,5,14
"13.1983",6,"men",1983,19,13
"16.1983",7,"women",1983,5,16
"15.1983",7,"men",1983,5,15
"18.1983",8,"women",1983,10,18
"17.1983",8,"men",1983,11,17
"20.1983",9,"women",1983,5,20
"19.1983",9,"men",1983,15,19
"22.1983",10,"women",1983,5,22
"21.1983",10,"men",1983,11,21
"24.1983",11,"women",1983,5,24
"23.1983",11,"men",1983,12,23
"26.1983",12,"women",1983,10,26
"25.1983",12,"men",1983,11,25
"28.1983",13,"women",1983,5,28
"27.1983",13,"men",1983,10,27
"30.1983",14,"women",1983,6,30
"29.1983",14,"men",1983,10,29
"32.1983",15,"women",1983,15,32
"31.1983",15,"men",1983,30,31
"34.1983",16,"women",1983,23,34
"33.1983",16,"men",1983,28,33
"36.1983",17,"women",1983,13,36
"35.1983",17,"men",1983,26,35
"38.1983",18,"women",1983,19,38
"37.1983",18,"men",1983,69,37
"40.1983",19,"women",1983,17,40
"39.1983",19,"men",1983,53,39
"42.1983",20,"women",1983,19,42
"41.1983",20,"men",1983,47,41
"44.1983",21,"women",1983,9,44
"43.1983",21,"men",1983,44,43
"46.1983",22,"women",1983,28,46
"45.1983",22,"men",1983,54,45
"48.1983",23,"women",1983,17,48
"47.1983",23,"men",1983,67,47
"50.1983",24,"women",1983,20,50
"49.1983",24,"men",1983,56,49
"52.1983",25,"women",1983,16,52
"51.1983",25,"men",1983,61,51
"54.1983",26,"women",1983,27,54
"53.1983",26,"men",1983,71,53
"56.1983",27,"women",1983,26,56
"55.1983",27,"men",1983,57,55
"58.1983",28,"women",1983,29,58
"57.1983",28,"men",1983,63,57
"60.1983",29,"women",1983,32,60
"59.1983",29,"men",1983,58,59
"62.1983",30,"women",1983,34,62
"61.1983",30,"men",1983,75,61
"64.1983",31,"women",1983,26,64
"63.1983",31,"men",1983,66,63
"66.1983",32,"women",1983,28,66
"65.1983",32,"men",1983,72,65
"68.1983",33,"women",1983,50,68
"67.1983",33,"men",1983,64,67
"70.1983",34,"women",1983,42,70
"69.1983",34,"men",1983,71,69
"72.1983",35,"women",1983,40,72
"71.1983",35,"men",1983,110,71
"74.1983",36,"women",1983,59,74
"73.1983",36,"men",1983,110,73
"76.1983",37,"women",1983,56,76
"75.1983",37,"men",1983,99,75
"78.1983",38,"women",1983,59,78
"77.1983",38,"men",1983,97,77
"80.1983",39,"women",1983,58,80
"79.1983",39,"men",1983,103,79
"82.1983",40,"women",1983,66,82
"81.1983",40,"men",1983,149,81
"84.1983",41,"women",1983,79,84
"83.1983",41,"men",1983,119,83
"86.1983",42,"women",1983,66,86
"85.1983",42,"men",1983,127,85
"88.1983",43,"women",1983,60,88
"87.1983",43,"men",1983,132,87
"90.1983",44,"women",1983,71,90
"89.1983",44,"men",1983,133,89
"92.1983",45,"women",1983,80,92
"91.1983",45,"men",1983,130,91
"94.1983",46,"women",1983,75,94
"93.1983",46,"men",1983,169,93
"96.1983",47,"women",1983,104,96
"95.1983",47,"men",1983,160,95
"98.1983",48,"women",1983,98,98
"97.1983",48,"men",1983,164,97
"100.1983",49,"women",1983,121,100
"99.1983",49,"men",1983,198,99
"102.1983",50,"women",1983,119,102
"101.1983",50,"men",1983,213,101
"104.1983",51,"women",1983,147,104
"103.1983",51,"men",1983,236,103
"106.1983",52,"women",1983,149,106
"105.1983",52,"men",1983,311,105
"108.1983",53,"women",1983,181,108
"107.1983",53,"men",1983,306,107
"110.1983",54,"women",1983,186,110
"109.1983",54,"men",1983,334,109
"112.1983",55,"women",1983,186,112
"111.1983",55,"men",1983,355,111
"114.1983",56,"women",1983,203,114
"113.1983",56,"men",1983,386,113
"116.1983",57,"women",1983,206,116
"115.1983",57,"men",1983,415,115
"118.1983",58,"women",1983,230,118
"117.1983",58,"men",1983,518,117
"120.1983",59,"women",1983,299,120
"119.1983",59,"men",1983,612,119
"122.1983",60,"women",1983,313,122
"121.1983",60,"men",1983,646,121
"124.1983",61,"women",1983,377,124
"123.1983",61,"men",1983,742,123
"126.1983",62,"women",1983,401,126
"125.1983",62,"men",1983,833,125
"128.1983",63,"women",1983,437,128
"127.1983",63,"men",1983,937,127
"130.1983",64,"women",1983,450,130
"129.1983",64,"men",1983,811,129
"132.1983",65,"women",1983,509,132
"131.1983",65,"men",1983,978,131
"134.1983",66,"women",1983,507,134
"133.1983",66,"men",1983,984,133
"136.1983",67,"women",1983,567,136
"135.1983",67,"men",1983,1108,135
"138.1983",68,"women",1983,696,138
"137.1983",68,"men",1983,1169,137
"140.1983",69,"women",1983,747,140
"139.1983",69,"men",1983,1293,139
"142.1983",70,"women",1983,765,142
"141.1983",70,"men",1983,1335,141
"144.1983",71,"women",1983,905,144
"143.1983",71,"men",1983,1511,143
"146.1983",72,"women",1983,982,146
"145.1983",72,"men",1983,1514,145
"148.1983",73,"women",1983,1027,148
"147.1983",73,"men",1983,1668,147
"150.1983",74,"women",1983,1203,150
"149.1983",74,"men",1983,1801,149
"152.1983",75,"women",1983,1217,152
"151.1983",75,"men",1983,1777,151
"154.1983",76,"women",1983,1352,154
"153.1983",76,"men",1983,1743,153
"156.1983",77,"women",1983,1425,156
"155.1983",77,"men",1983,1776,155
"158.1983",78,"women",1983,1492,158
"157.1983",78,"men",1983,1723,157
"160.1983",79,"women",1983,1556,160
"159.1983",79,"men",1983,1749,159
"162.1983",80,"women",1983,1628,162
"161.1983",80,"men",1983,1676,161
"164.1983",81,"women",1983,1731,164
"163.1983",81,"men",1983,1705,163
"166.1983",82,"women",1983,1722,166
"165.1983",82,"men",1983,1632,165
"168.1983",83,"women",1983,1716,168
"167.1983",83,"men",1983,1432,167
"170.1983",84,"women",1983,1725,170
"169.1983",84,"men",1983,1393,169
"172.1983",85,"women",1983,1718,172
"171.1983",85,"men",1983,1316,171
"174.1983",86,"women",1983,1428,174
"173.1983",86,"men",1983,1118,173
"176.1983",87,"women",1983,1500,176
"175.1983",87,"men",1983,1068,175
"178.1983",88,"women",1983,1394,178
"177.1983",88,"men",1983,854,177
"180.1983",89,"women",1983,1215,180
"179.1983",89,"men",1983,785,179
"182.1983",90,"women",1983,1066,182
"181.1983",90,"men",1983,601,181
"184.1983",91,"women",1983,947,184
"183.1983",91,"men",1983,548,183
"186.1983",92,"women",1983,791,186
"185.1983",92,"men",1983,401,185
"188.1983",93,"women",1983,638,188
"187.1983",93,"men",1983,289,187
"190.1983",94,"women",1983,461,190
"189.1983",94,"men",1983,230,189
"192.1983",95,"women",1983,375,192
"191.1983",95,"men",1983,172,191
"194.1983",96,"women",1983,313,194
"193.1983",96,"men",1983,126,193
"196.1983",97,"women",1983,196,196
"195.1983",97,"men",1983,81,195
"198.1983",98,"women",1983,148,198
"197.1983",98,"men",1983,59,197
"200.1983",99,"women",1983,100,200
"199.1983",99,"men",1983,33,199
"202.1983",100,"women",1983,159,202
"201.1983",100,"men",1983,43,201
"2.1984",0,"women",1984,250,2
"1.1984",0,"men",1984,350,1
"4.1984",1,"women",1984,21,4
"3.1984",1,"men",1984,19,3
"6.1984",2,"women",1984,7,6
"5.1984",2,"men",1984,8,5
"8.1984",3,"women",1984,13,8
"7.1984",3,"men",1984,9,7
"10.1984",4,"women",1984,3,10
"9.1984",4,"men",1984,8,9
"12.1984",5,"women",1984,6,12
"11.1984",5,"men",1984,7,11
"14.1984",6,"women",1984,6,14
"13.1984",6,"men",1984,10,13
"16.1984",7,"women",1984,7,16
"15.1984",7,"men",1984,12,15
"18.1984",8,"women",1984,5,18
"17.1984",8,"men",1984,8,17
"20.1984",9,"women",1984,6,20
"19.1984",9,"men",1984,11,19
"22.1984",10,"women",1984,5,22
"21.1984",10,"men",1984,10,21
"24.1984",11,"women",1984,7,24
"23.1984",11,"men",1984,16,23
"26.1984",12,"women",1984,9,26
"25.1984",12,"men",1984,10,25
"28.1984",13,"women",1984,8,28
"27.1984",13,"men",1984,10,27
"30.1984",14,"women",1984,13,30
"29.1984",14,"men",1984,13,29
"32.1984",15,"women",1984,13,32
"31.1984",15,"men",1984,26,31
"34.1984",16,"women",1984,11,34
"33.1984",16,"men",1984,26,33
"36.1984",17,"women",1984,8,36
"35.1984",17,"men",1984,27,35
"38.1984",18,"women",1984,16,38
"37.1984",18,"men",1984,61,37
"40.1984",19,"women",1984,19,40
"39.1984",19,"men",1984,51,39
"42.1984",20,"women",1984,19,42
"41.1984",20,"men",1984,63,41
"44.1984",21,"women",1984,18,44
"43.1984",21,"men",1984,45,43
"46.1984",22,"women",1984,21,46
"45.1984",22,"men",1984,50,45
"48.1984",23,"women",1984,16,48
"47.1984",23,"men",1984,67,47
"50.1984",24,"women",1984,15,50
"49.1984",24,"men",1984,54,49
"52.1984",25,"women",1984,12,52
"51.1984",25,"men",1984,63,51
"54.1984",26,"women",1984,29,54
"53.1984",26,"men",1984,67,53
"56.1984",27,"women",1984,25,56
"55.1984",27,"men",1984,65,55
"58.1984",28,"women",1984,31,58
"57.1984",28,"men",1984,58,57
"60.1984",29,"women",1984,31,60
"59.1984",29,"men",1984,57,59
"62.1984",30,"women",1984,29,62
"61.1984",30,"men",1984,84,61
"64.1984",31,"women",1984,34,64
"63.1984",31,"men",1984,67,63
"66.1984",32,"women",1984,36,66
"65.1984",32,"men",1984,58,65
"68.1984",33,"women",1984,44,68
"67.1984",33,"men",1984,77,67
"70.1984",34,"women",1984,38,70
"69.1984",34,"men",1984,78,69
"72.1984",35,"women",1984,47,72
"71.1984",35,"men",1984,94,71
"74.1984",36,"women",1984,47,74
"73.1984",36,"men",1984,110,73
"76.1984",37,"women",1984,48,76
"75.1984",37,"men",1984,108,75
"78.1984",38,"women",1984,64,78
"77.1984",38,"men",1984,115,77
"80.1984",39,"women",1984,54,80
"79.1984",39,"men",1984,129,79
"82.1984",40,"women",1984,76,82
"81.1984",40,"men",1984,132,81
"84.1984",41,"women",1984,63,84
"83.1984",41,"men",1984,123,83
"86.1984",42,"women",1984,86,86
"85.1984",42,"men",1984,142,85
"88.1984",43,"women",1984,64,88
"87.1984",43,"men",1984,134,87
"90.1984",44,"women",1984,85,90
"89.1984",44,"men",1984,144,89
"92.1984",45,"women",1984,89,92
"91.1984",45,"men",1984,137,91
"94.1984",46,"women",1984,86,94
"93.1984",46,"men",1984,147,93
"96.1984",47,"women",1984,82,96
"95.1984",47,"men",1984,177,95
"98.1984",48,"women",1984,84,98
"97.1984",48,"men",1984,179,97
"100.1984",49,"women",1984,108,100
"99.1984",49,"men",1984,185,99
"102.1984",50,"women",1984,96,102
"101.1984",50,"men",1984,218,101
"104.1984",51,"women",1984,107,104
"103.1984",51,"men",1984,229,103
"106.1984",52,"women",1984,169,106
"105.1984",52,"men",1984,252,105
"108.1984",53,"women",1984,150,108
"107.1984",53,"men",1984,273,107
"110.1984",54,"women",1984,168,110
"109.1984",54,"men",1984,323,109
"112.1984",55,"women",1984,199,112
"111.1984",55,"men",1984,353,111
"114.1984",56,"women",1984,203,114
"113.1984",56,"men",1984,427,113
"116.1984",57,"women",1984,249,116
"115.1984",57,"men",1984,408,115
"118.1984",58,"women",1984,248,118
"117.1984",58,"men",1984,491,117
"120.1984",59,"women",1984,282,120
"119.1984",59,"men",1984,536,119
"122.1984",60,"women",1984,319,122
"121.1984",60,"men",1984,576,121
"124.1984",61,"women",1984,360,124
"123.1984",61,"men",1984,675,123
"126.1984",62,"women",1984,433,126
"125.1984",62,"men",1984,796,125
"128.1984",63,"women",1984,457,128
"127.1984",63,"men",1984,872,127
"130.1984",64,"women",1984,519,130
"129.1984",64,"men",1984,979,129
"132.1984",65,"women",1984,459,132
"131.1984",65,"men",1984,943,131
"134.1984",66,"women",1984,490,134
"133.1984",66,"men",1984,954,133
"136.1984",67,"women",1984,532,136
"135.1984",67,"men",1984,1054,135
"138.1984",68,"women",1984,659,138
"137.1984",68,"men",1984,1124,137
"140.1984",69,"women",1984,657,140
"139.1984",69,"men",1984,1265,139
"142.1984",70,"women",1984,805,142
"141.1984",70,"men",1984,1300,141
"144.1984",71,"women",1984,875,144
"143.1984",71,"men",1984,1457,143
"146.1984",72,"women",1984,1001,146
"145.1984",72,"men",1984,1555,145
"148.1984",73,"women",1984,1025,148
"147.1984",73,"men",1984,1594,147
"150.1984",74,"women",1984,1087,150
"149.1984",74,"men",1984,1697,149
"152.1984",75,"women",1984,1324,152
"151.1984",75,"men",1984,1761,151
"154.1984",76,"women",1984,1361,154
"153.1984",76,"men",1984,1938,153
"156.1984",77,"women",1984,1418,156
"155.1984",77,"men",1984,1805,155
"158.1984",78,"women",1984,1552,158
"157.1984",78,"men",1984,1786,157
"160.1984",79,"women",1984,1535,160
"159.1984",79,"men",1984,1789,159
"162.1984",80,"women",1984,1627,162
"161.1984",80,"men",1984,1682,161
"164.1984",81,"women",1984,1773,164
"163.1984",81,"men",1984,1640,163
"166.1984",82,"women",1984,1764,166
"165.1984",82,"men",1984,1595,165
"168.1984",83,"women",1984,1757,168
"167.1984",83,"men",1984,1497,167
"170.1984",84,"women",1984,1668,170
"169.1984",84,"men",1984,1423,169
"172.1984",85,"women",1984,1693,172
"171.1984",85,"men",1984,1231,171
"174.1984",86,"women",1984,1620,174
"173.1984",86,"men",1984,1025,173
"176.1984",87,"women",1984,1447,176
"175.1984",87,"men",1984,1027,175
"178.1984",88,"women",1984,1401,178
"177.1984",88,"men",1984,887,177
"180.1984",89,"women",1984,1274,180
"179.1984",89,"men",1984,769,179
"182.1984",90,"women",1984,1133,182
"181.1984",90,"men",1984,624,181
"184.1984",91,"women",1984,937,184
"183.1984",91,"men",1984,499,183
"186.1984",92,"women",1984,787,186
"185.1984",92,"men",1984,422,185
"188.1984",93,"women",1984,664,188
"187.1984",93,"men",1984,316,187
"190.1984",94,"women",1984,462,190
"189.1984",94,"men",1984,211,189
"192.1984",95,"women",1984,386,192
"191.1984",95,"men",1984,170,191
"194.1984",96,"women",1984,300,194
"193.1984",96,"men",1984,127,193
"196.1984",97,"women",1984,229,196
"195.1984",97,"men",1984,84,195
"198.1984",98,"women",1984,140,198
"197.1984",98,"men",1984,52,197
"200.1984",99,"women",1984,91,200
"199.1984",99,"men",1984,43,199
"202.1984",100,"women",1984,171,202
"201.1984",100,"men",1984,50,201
"2.1985",0,"women",1985,300,2
"1.1985",0,"men",1985,366,1
"4.1985",1,"women",1985,23,4
"3.1985",1,"men",1985,21,3
"6.1985",2,"women",1985,14,6
"5.1985",2,"men",1985,13,5
"8.1985",3,"women",1985,6,8
"7.1985",3,"men",1985,17,7
"10.1985",4,"women",1985,9,10
"9.1985",4,"men",1985,7,9
"12.1985",5,"women",1985,6,12
"11.1985",5,"men",1985,15,11
"14.1985",6,"women",1985,9,14
"13.1985",6,"men",1985,9,13
"16.1985",7,"women",1985,3,16
"15.1985",7,"men",1985,13,15
"18.1985",8,"women",1985,4,18
"17.1985",8,"men",1985,3,17
"20.1985",9,"women",1985,3,20
"19.1985",9,"men",1985,9,19
"22.1985",10,"women",1985,11,22
"21.1985",10,"men",1985,6,21
"24.1985",11,"women",1985,8,24
"23.1985",11,"men",1985,10,23
"26.1985",12,"women",1985,8,26
"25.1985",12,"men",1985,8,25
"28.1985",13,"women",1985,7,28
"27.1985",13,"men",1985,12,27
"30.1985",14,"women",1985,8,30
"29.1985",14,"men",1985,13,29
"32.1985",15,"women",1985,6,32
"31.1985",15,"men",1985,21,31
"34.1985",16,"women",1985,12,34
"33.1985",16,"men",1985,26,33
"36.1985",17,"women",1985,14,36
"35.1985",17,"men",1985,38,35
"38.1985",18,"women",1985,27,38
"37.1985",18,"men",1985,56,37
"40.1985",19,"women",1985,29,40
"39.1985",19,"men",1985,44,39
"42.1985",20,"women",1985,20,42
"41.1985",20,"men",1985,61,41
"44.1985",21,"women",1985,17,44
"43.1985",21,"men",1985,56,43
"46.1985",22,"women",1985,20,46
"45.1985",22,"men",1985,58,45
"48.1985",23,"women",1985,20,48
"47.1985",23,"men",1985,52,47
"50.1985",24,"women",1985,15,50
"49.1985",24,"men",1985,43,49
"52.1985",25,"women",1985,20,52
"51.1985",25,"men",1985,63,51
"54.1985",26,"women",1985,31,54
"53.1985",26,"men",1985,48,53
"56.1985",27,"women",1985,21,56
"55.1985",27,"men",1985,55,55
"58.1985",28,"women",1985,26,58
"57.1985",28,"men",1985,37,57
"60.1985",29,"women",1985,22,60
"59.1985",29,"men",1985,63,59
"62.1985",30,"women",1985,26,62
"61.1985",30,"men",1985,69,61
"64.1985",31,"women",1985,40,64
"63.1985",31,"men",1985,63,63
"66.1985",32,"women",1985,32,66
"65.1985",32,"men",1985,73,65
"68.1985",33,"women",1985,43,68
"67.1985",33,"men",1985,65,67
"70.1985",34,"women",1985,51,70
"69.1985",34,"men",1985,84,69
"72.1985",35,"women",1985,51,72
"71.1985",35,"men",1985,77,71
"74.1985",36,"women",1985,64,74
"73.1985",36,"men",1985,93,73
"76.1985",37,"women",1985,64,76
"75.1985",37,"men",1985,91,75
"78.1985",38,"women",1985,61,78
"77.1985",38,"men",1985,132,77
"80.1985",39,"women",1985,58,80
"79.1985",39,"men",1985,119,79
"82.1985",40,"women",1985,63,82
"81.1985",40,"men",1985,146,81
"84.1985",41,"women",1985,77,84
"83.1985",41,"men",1985,133,83
"86.1985",42,"women",1985,77,86
"85.1985",42,"men",1985,147,85
"88.1985",43,"women",1985,70,88
"87.1985",43,"men",1985,131,87
"90.1985",44,"women",1985,71,90
"89.1985",44,"men",1985,125,89
"92.1985",45,"women",1985,75,92
"91.1985",45,"men",1985,148,91
"94.1985",46,"women",1985,77,94
"93.1985",46,"men",1985,164,93
"96.1985",47,"women",1985,93,96
"95.1985",47,"men",1985,178,95
"98.1985",48,"women",1985,91,98
"97.1985",48,"men",1985,178,97
"100.1985",49,"women",1985,99,100
"99.1985",49,"men",1985,193,99
"102.1985",50,"women",1985,127,102
"101.1985",50,"men",1985,215,101
"104.1985",51,"women",1985,134,104
"103.1985",51,"men",1985,248,103
"106.1985",52,"women",1985,128,106
"105.1985",52,"men",1985,235,105
"108.1985",53,"women",1985,143,108
"107.1985",53,"men",1985,250,107
"110.1985",54,"women",1985,180,110
"109.1985",54,"men",1985,330,109
"112.1985",55,"women",1985,196,112
"111.1985",55,"men",1985,348,111
"114.1985",56,"women",1985,184,114
"113.1985",56,"men",1985,389,113
"116.1985",57,"women",1985,224,116
"115.1985",57,"men",1985,442,115
"118.1985",58,"women",1985,272,118
"117.1985",58,"men",1985,492,117
"120.1985",59,"women",1985,289,120
"119.1985",59,"men",1985,529,119
"122.1985",60,"women",1985,307,122
"121.1985",60,"men",1985,597,121
"124.1985",61,"women",1985,362,124
"123.1985",61,"men",1985,654,123
"126.1985",62,"women",1985,364,126
"125.1985",62,"men",1985,707,125
"128.1985",63,"women",1985,416,128
"127.1985",63,"men",1985,860,127
"130.1985",64,"women",1985,508,130
"129.1985",64,"men",1985,1008,129
"132.1985",65,"women",1985,579,132
"131.1985",65,"men",1985,1049,131
"134.1985",66,"women",1985,496,134
"133.1985",66,"men",1985,962,133
"136.1985",67,"women",1985,631,136
"135.1985",67,"men",1985,1137,135
"138.1985",68,"women",1985,593,138
"137.1985",68,"men",1985,1169,137
"140.1985",69,"women",1985,687,140
"139.1985",69,"men",1985,1231,139
"142.1985",70,"women",1985,797,142
"141.1985",70,"men",1985,1276,141
"144.1985",71,"women",1985,872,144
"143.1985",71,"men",1985,1461,143
"146.1985",72,"women",1985,904,146
"145.1985",72,"men",1985,1595,145
"148.1985",73,"women",1985,1038,148
"147.1985",73,"men",1985,1692,147
"150.1985",74,"women",1985,1174,150
"149.1985",74,"men",1985,1696,149
"152.1985",75,"women",1985,1301,152
"151.1985",75,"men",1985,1805,151
"154.1985",76,"women",1985,1414,154
"153.1985",76,"men",1985,1804,153
"156.1985",77,"women",1985,1577,156
"155.1985",77,"men",1985,1891,155
"158.1985",78,"women",1985,1621,158
"157.1985",78,"men",1985,1843,157
"160.1985",79,"women",1985,1610,160
"159.1985",79,"men",1985,1896,159
"162.1985",80,"women",1985,1665,162
"161.1985",80,"men",1985,1768,161
"164.1985",81,"women",1985,1802,164
"163.1985",81,"men",1985,1761,163
"166.1985",82,"women",1985,1815,166
"165.1985",82,"men",1985,1670,165
"168.1985",83,"women",1985,1804,168
"167.1985",83,"men",1985,1691,167
"170.1985",84,"women",1985,1869,170
"169.1985",84,"men",1985,1454,169
"172.1985",85,"women",1985,1896,172
"171.1985",85,"men",1985,1388,171
"174.1985",86,"women",1985,1721,174
"173.1985",86,"men",1985,1160,173
"176.1985",87,"women",1985,1538,176
"175.1985",87,"men",1985,1131,175
"178.1985",88,"women",1985,1474,178
"177.1985",88,"men",1985,956,177
"180.1985",89,"women",1985,1364,180
"179.1985",89,"men",1985,783,179
"182.1985",90,"women",1985,1222,182
"181.1985",90,"men",1985,674,181
"184.1985",91,"women",1985,1092,184
"183.1985",91,"men",1985,532,183
"186.1985",92,"women",1985,870,186
"185.1985",92,"men",1985,426,185
"188.1985",93,"women",1985,703,188
"187.1985",93,"men",1985,358,187
"190.1985",94,"women",1985,561,190
"189.1985",94,"men",1985,276,189
"192.1985",95,"women",1985,427,192
"191.1985",95,"men",1985,193,191
"194.1985",96,"women",1985,348,194
"193.1985",96,"men",1985,115,193
"196.1985",97,"women",1985,208,196
"195.1985",97,"men",1985,81,195
"198.1985",98,"women",1985,162,198
"197.1985",98,"men",1985,52,197
"200.1985",99,"women",1985,117,200
"199.1985",99,"men",1985,60,199
"202.1985",100,"women",1985,200,202
"201.1985",100,"men",1985,52,201
"2.1986",0,"women",1986,259,2
"1.1986",0,"men",1986,346,1
"4.1986",1,"women",1986,27,4
"3.1986",1,"men",1986,28,3
"6.1986",2,"women",1986,12,6
"5.1986",2,"men",1986,12,5
"8.1986",3,"women",1986,8,8
"7.1986",3,"men",1986,14,7
"10.1986",4,"women",1986,16,10
"9.1986",4,"men",1986,6,9
"12.1986",5,"women",1986,6,12
"11.1986",5,"men",1986,10,11
"14.1986",6,"women",1986,9,14
"13.1986",6,"men",1986,7,13
"16.1986",7,"women",1986,5,16
"15.1986",7,"men",1986,4,15
"18.1986",8,"women",1986,4,18
"17.1986",8,"men",1986,13,17
"20.1986",9,"women",1986,4,20
"19.1986",9,"men",1986,12,19
"22.1986",10,"women",1986,5,22
"21.1986",10,"men",1986,18,21
"24.1986",11,"women",1986,7,24
"23.1986",11,"men",1986,15,23
"26.1986",12,"women",1986,1,26
"25.1986",12,"men",1986,8,25
"28.1986",13,"women",1986,12,28
"27.1986",13,"men",1986,13,27
"30.1986",14,"women",1986,9,30
"29.1986",14,"men",1986,23,29
"32.1986",15,"women",1986,9,32
"31.1986",15,"men",1986,27,31
"34.1986",16,"women",1986,9,34
"33.1986",16,"men",1986,24,33
"36.1986",17,"women",1986,17,36
"35.1986",17,"men",1986,36,35
"38.1986",18,"women",1986,11,38
"37.1986",18,"men",1986,51,37
"40.1986",19,"women",1986,22,40
"39.1986",19,"men",1986,47,39
"42.1986",20,"women",1986,22,42
"41.1986",20,"men",1986,57,41
"44.1986",21,"women",1986,20,44
"43.1986",21,"men",1986,58,43
"46.1986",22,"women",1986,19,46
"45.1986",22,"men",1986,80,45
"48.1986",23,"women",1986,20,48
"47.1986",23,"men",1986,52,47
"50.1986",24,"women",1986,14,50
"49.1986",24,"men",1986,52,49
"52.1986",25,"women",1986,26,52
"51.1986",25,"men",1986,57,51
"54.1986",26,"women",1986,18,54
"53.1986",26,"men",1986,57,53
"56.1986",27,"women",1986,19,56
"55.1986",27,"men",1986,61,55
"58.1986",28,"women",1986,33,58
