"","age","sex","year","pop","id"
"171.1976",69,"women",1976,43651,171
"70.1976",69,"men",1976,37935,70
"172.1976",70,"women",1976,41912.5,172
"71.1976",70,"men",1976,35311.5,71
"173.1976",71,"women",1976,40073.5,173
"72.1976",71,"men",1976,33050.5,72
"174.1976",72,"women",1976,38136,174
"73.1976",72,"men",1976,31009.5,73
"175.1976",73,"women",1976,36733.5,175
"74.1976",73,"men",1976,29180.5,74
"176.1976",74,"women",1976,35348,176
"75.1976",74,"men",1976,27485,75
"177.1976",75,"women",1976,33342,177
"76.1976",75,"men",1976,25188,76
"178.1976",76,"women",1976,30729.5,178
"77.1976",76,"men",1976,22527,77
"179.1976",77,"women",1976,28199.5,179
"78.1976",77,"men",1976,20421,78
"180.1976",78,"women",1976,26035,180
"79.1976",78,"men",1976,18474.5,79
"181.1976",79,"women",1976,23748,181
"80.1976",79,"men",1976,16563.5,80
"182.1976",80,"women",1976,21800.5,182
"81.1976",80,"men",1976,14785.5,81
"183.1976",81,"women",1976,19605,183
"82.1976",81,"men",1976,12650.5,82
"184.1976",82,"women",1976,17401.5,184
"83.1976",82,"men",1976,10905.5,83
"185.1976",83,"women",1976,15313,185
"84.1976",83,"men",1976,9364.5,84
"186.1976",84,"women",1976,13318,186
"85.1976",84,"men",1976,7969.5,85
"187.1976",85,"women",1976,11388.5,187
"86.1976",85,"men",1976,6672,86
"188.1976",86,"women",1976,9391,188
"87.1976",86,"men",1976,5400.5,87
"189.1976",87,"women",1976,7702,189
"88.1976",87,"men",1976,4349.5,88
"190.1976",88,"women",1976,6425.5,190
"89.1976",88,"men",1976,3618.5,89
"191.1976",89,"women",1976,5207,191
"90.1976",89,"men",1976,2899,90
"192.1976",90,"women",1976,4045,192
"91.1976",90,"men",1976,2225,91
"193.1976",91,"women",1976,3105,193
"92.1976",91,"men",1976,1631.5,92
"194.1976",92,"women",1976,2311.5,194
"93.1976",92,"men",1976,1163.5,93
"195.1976",93,"women",1976,1622,195
"94.1976",93,"men",1976,803.5,94
"196.1976",94,"women",1976,1090,196
"95.1976",94,"men",1976,515.5,95
"197.1976",95,"women",1976,732,197
"96.1976",95,"men",1976,339,96
"198.1976",96,"women",1976,545,198
"97.1976",96,"men",1976,236,97
"199.1976",97,"women",1976,346.5,199
"98.1976",97,"men",1976,169.5,98
"200.1976",98,"women",1976,208.5,200
"99.1976",98,"men",1976,101,99
"201.1976",99,"women",1976,120.5,201
"100.1976",99,"men",1976,56,100
"202.1976",100,"women",1976,155.5,202
"101.1976",100,"men",1976,58.5,101
"102.1977",0,"women",1977,47222.5,102
"1.1977",0,"men",1977,49869.5,1
"103.1977",1,"women",1977,49695,103
"2.1977",1,"men",1977,52129.5,2
"104.1977",2,"women",1977,52726.5,104
"3.1977",2,"men",1977,55263.5,3
"105.1977",3,"women",1977,54128.5,105
"4.1977",3,"men",1977,56795,4
"106.1977",4,"women",1977,54449.5,106
"5.1977",4,"men",1977,57195,5
"107.1977",5,"women",1977,55226.5,107
"6.1977",5,"men",1977,58157.5,6
"108.1977",6,"women",1977,54568.5,108
"7.1977",6,"men",1977,57271.5,7
"109.1977",7,"women",1977,53043,109
"8.1977",7,"men",1977,55781,8
"110.1977",8,"women",1977,54057.5,110
"9.1977",8,"men",1977,56919,9
"111.1977",9,"women",1977,57401,111
"10.1977",9,"men",1977,60403.5,10
"112.1977",10,"women",1977,59494,112
"11.1977",10,"men",1977,62868.5,11
"113.1977",11,"women",1977,59957.5,113
"12.1977",11,"men",1977,63260.5,12
"114.1977",12,"women",1977,60224.5,114
"13.1977",12,"men",1977,63176.5,13
"115.1977",13,"women",1977,57838,115
"14.1977",13,"men",1977,60910,14
"116.1977",14,"women",1977,54073,116
"15.1977",14,"men",1977,57126.5,15
"117.1977",15,"women",1977,52127.5,117
"16.1977",15,"men",1977,54907,16
"118.1977",16,"women",1977,51126,118
"17.1977",16,"men",1977,53575.5,17
"119.1977",17,"women",1977,51237.5,119
"18.1977",17,"men",1977,53796.5,18
"120.1977",18,"women",1977,51983,120
"19.1977",18,"men",1977,54844.5,19
"121.1977",19,"women",1977,53129.5,121
"20.1977",19,"men",1977,55318,20
"122.1977",20,"women",1977,54075.5,122
"21.1977",20,"men",1977,56462,21
"123.1977",21,"women",1977,54471.5,123
"22.1977",21,"men",1977,57134,22
"124.1977",22,"women",1977,54331.5,124
"23.1977",22,"men",1977,56567.5,23
"125.1977",23,"women",1977,55152,125
"24.1977",23,"men",1977,57591,24
"126.1977",24,"women",1977,56458.5,126
"25.1977",24,"men",1977,59064.5,25
"127.1977",25,"women",1977,56810,127
"26.1977",25,"men",1977,59291.5,26
"128.1977",26,"women",1977,58243,128
"27.1977",26,"men",1977,60965.5,27
"129.1977",27,"women",1977,61176.5,129
"28.1977",27,"men",1977,64122,28
"130.1977",28,"women",1977,64161,130
"29.1977",28,"men",1977,66991.5,29
"131.1977",29,"women",1977,65773,131
"30.1977",29,"men",1977,69027,30
"132.1977",30,"women",1977,66640.5,132
"31.1977",30,"men",1977,70482,31
"133.1977",31,"women",1977,66911.5,133
"32.1977",31,"men",1977,71227.5,32
"134.1977",32,"women",1977,66181,134
"33.1977",32,"men",1977,70916.5,33
"135.1977",33,"women",1977,63846.5,135
"34.1977",33,"men",1977,68438.5,34
"136.1977",34,"women",1977,59297.5,136
"35.1977",34,"men",1977,63634.5,35
"137.1977",35,"women",1977,53589,137
"36.1977",35,"men",1977,57518,36
"138.1977",36,"women",1977,49313,138
"37.1977",36,"men",1977,52764,37
"139.1977",37,"women",1977,48642.5,139
"38.1977",37,"men",1977,51709.5,38
"140.1977",38,"women",1977,48370,140
"39.1977",38,"men",1977,50858.5,39
"141.1977",39,"women",1977,46448.5,141
"40.1977",39,"men",1977,48699,40
"142.1977",40,"women",1977,45128.5,142
"41.1977",40,"men",1977,46906.5,41
"143.1977",41,"women",1977,43843,143
"42.1977",41,"men",1977,45508,42
"144.1977",42,"women",1977,42773,144
"43.1977",42,"men",1977,44170.5,43
"145.1977",43,"women",1977,42407,145
"44.1977",43,"men",1977,43320.5,44
"146.1977",44,"women",1977,43287,146
"45.1977",44,"men",1977,43862,45
"147.1977",45,"women",1977,44580.5,147
"46.1977",45,"men",1977,44731,46
"148.1977",46,"women",1977,45371.5,148
"47.1977",46,"men",1977,45244,47
"149.1977",47,"women",1977,45574.5,149
"48.1977",47,"men",1977,45294,48
"150.1977",48,"women",1977,46079,150
"49.1977",48,"men",1977,45716.5,49
"151.1977",49,"women",1977,46592,151
"50.1977",49,"men",1977,46256.5,50
"152.1977",50,"women",1977,46866,152
"51.1977",50,"men",1977,46502.5,51
"153.1977",51,"women",1977,48371.5,153
"52.1977",51,"men",1977,47941.5,52
"154.1977",52,"women",1977,49627.5,154
"53.1977",52,"men",1977,49023.5,53
"155.1977",53,"women",1977,50464.5,155
"54.1977",53,"men",1977,49919.5,54
"156.1977",54,"women",1977,51339,156
"55.1977",54,"men",1977,50634,55
"157.1977",55,"women",1977,53610.5,157
"56.1977",55,"men",1977,52581,56
"158.1977",56,"women",1977,57084.5,158
"57.1977",56,"men",1977,56070.5,57
"159.1977",57,"women",1977,53391.5,159
"58.1977",57,"men",1977,52477,58
"160.1977",58,"women",1977,48161,160
"59.1977",58,"men",1977,47076,59
"161.1977",59,"women",1977,48557.5,161
"60.1977",59,"men",1977,46982,60
"162.1977",60,"women",1977,48424,162
"61.1977",60,"men",1977,46792.5,61
"163.1977",61,"women",1977,47962,163
"62.1977",61,"men",1977,45964,62
"164.1977",62,"women",1977,48690,164
"63.1977",62,"men",1977,46054.5,63
"165.1977",63,"women",1977,49195.5,165
"64.1977",63,"men",1977,46386.5,64
"166.1977",64,"women",1977,48987,166
"65.1977",64,"men",1977,46037,65
"167.1977",65,"women",1977,48353.5,167
"66.1977",65,"men",1977,45062,66
"168.1977",66,"women",1977,47281.5,168
"67.1977",66,"men",1977,43745,67
"169.1977",67,"women",1977,47102,169
"68.1977",67,"men",1977,42814,68
"170.1977",68,"women",1977,46395.5,170
"69.1977",68,"men",1977,41151.5,69
"171.1977",69,"women",1977,44612,171
"70.1977",69,"men",1977,38771.5,70
"172.1977",70,"women",1977,42853.5,172
"71.1977",70,"men",1977,36568,71
"173.1977",71,"women",1977,41007,173
"72.1977",71,"men",1977,33875,72
"174.1977",72,"women",1977,39091.5,174
"73.1977",72,"men",1977,31510,73
"175.1977",73,"women",1977,37095,175
"74.1977",73,"men",1977,29447,74
"176.1977",74,"women",1977,35592.5,176
"75.1977",74,"men",1977,27593,75
"177.1977",75,"women",1977,34143.5,177
"76.1977",75,"men",1977,25838.5,76
"178.1977",76,"women",1977,32016.5,178
"77.1977",76,"men",1977,23462.5,77
"179.1977",77,"women",1977,29328,179
"78.1977",77,"men",1977,20925.5,78
"180.1977",78,"women",1977,26773.5,180
"79.1977",78,"men",1977,18781,79
"181.1977",79,"women",1977,24494.5,181
"80.1977",79,"men",1977,16832,80
"182.1977",80,"women",1977,22253,182
"81.1977",80,"men",1977,15001.5,81
"183.1977",81,"women",1977,20187,183
"82.1977",81,"men",1977,13197,82
"184.1977",82,"women",1977,17979,184
"83.1977",82,"men",1977,11151,83
"185.1977",83,"women",1977,15847,185
"84.1977",83,"men",1977,9537.5,84
"186.1977",84,"women",1977,13762.5,186
"85.1977",84,"men",1977,8094,85
"187.1977",85,"women",1977,11822,187
"86.1977",85,"men",1977,6781,86
"188.1977",86,"women",1977,9940,188
"87.1977",86,"men",1977,5628.5,87
"189.1977",87,"women",1977,8050,189
"88.1977",87,"men",1977,4422.5,88
"190.1977",88,"women",1977,6545.5,190
"89.1977",88,"men",1977,3522.5,89
"191.1977",89,"women",1977,5369,191
"90.1977",89,"men",1977,2869.5,90
"192.1977",90,"women",1977,4288,192
"91.1977",90,"men",1977,2279,91
"193.1977",91,"women",1977,3232.5,193
"92.1977",91,"men",1977,1679,92
"194.1977",92,"women",1977,2444.5,194
"93.1977",92,"men",1977,1214.5,93
"195.1977",93,"women",1977,1775,195
"94.1977",93,"men",1977,837.5,94
"196.1977",94,"women",1977,1223,196
"95.1977",94,"men",1977,554.5,95
"197.1977",95,"women",1977,774.5,197
"96.1977",95,"men",1977,347.5,96
"198.1977",96,"women",1977,529,198
"97.1977",96,"men",1977,219.5,97
"199.1977",97,"women",1977,373,199
"98.1977",97,"men",1977,157,98
"200.1977",98,"women",1977,239.5,200
"99.1977",98,"men",1977,113.5,99
"201.1977",99,"women",1977,136,201
"100.1977",99,"men",1977,59,100
"202.1977",100,"women",1977,178,202
"101.1977",100,"men",1977,63,101
"102.1978",0,"women",1978,45993,102
"1.1978",0,"men",1978,48461,1
"103.1978",1,"women",1978,47719,103
"2.1978",1,"men",1978,50242.5,2
"104.1978",2,"women",1978,49908,104
"3.1978",2,"men",1978,52287,3
"105.1978",3,"women",1978,52880.5,105
"4.1978",3,"men",1978,55400,4
"106.1978",4,"women",1978,54251,106
"5.1978",4,"men",1978,56902.5,5
"107.1978",5,"women",1978,54570,107
"6.1978",5,"men",1978,57300.5,6
"108.1978",6,"women",1978,55293,108
"7.1978",6,"men",1978,58218.5,7
"109.1978",7,"women",1978,54630.5,109
"8.1978",7,"men",1978,57302.5,8
"110.1978",8,"women",1978,53121,110
"9.1978",8,"men",1978,55840.5,9
"111.1978",9,"women",1978,54124.5,111
"10.1978",9,"men",1978,56993.5,10
"112.1978",10,"women",1978,57452.5,112
"11.1978",10,"men",1978,60459.5,11
"113.1978",11,"women",1978,59530.5,113
"12.1978",11,"men",1978,62939.5,12
"114.1978",12,"women",1978,60011.5,114
"13.1978",12,"men",1978,63325,13
"115.1978",13,"women",1978,60283.5,115
"14.1978",13,"men",1978,63249.5,14
"116.1978",14,"women",1978,57896,116
"15.1978",14,"men",1978,60957,15
"117.1978",15,"women",1978,54112,117
"16.1978",15,"men",1978,57175,16
"118.1978",16,"women",1978,52275,118
"17.1978",16,"men",1978,54988.5,17
"119.1978",17,"women",1978,51371.5,119
"18.1978",17,"men",1978,53695.5,18
"120.1978",18,"women",1978,51563,120
"19.1978",18,"men",1978,54020.5,19
"121.1978",19,"women",1978,52495.5,121
"20.1978",19,"men",1978,55140.5,20
"122.1978",20,"women",1978,53684,122
"21.1978",20,"men",1978,55622.5,21
"123.1978",21,"women",1978,54694.5,123
"22.1978",21,"men",1978,56996,22
"124.1978",22,"women",1978,55009.5,124
"23.1978",22,"men",1978,57635.5,23
"125.1978",23,"women",1978,54818,125
"24.1978",23,"men",1978,57141.5,24
"126.1978",24,"women",1978,55613,126
"25.1978",24,"men",1978,58134.5,25
"127.1978",25,"women",1978,56835,127
"26.1978",25,"men",1978,59519.5,26
"128.1978",26,"women",1978,57135.5,128
"27.1978",26,"men",1978,59687,27
"129.1978",27,"women",1978,58501,129
"28.1978",27,"men",1978,61342,28
"130.1978",28,"women",1978,61416.5,130
"29.1978",28,"men",1978,64371,29
"131.1978",29,"women",1978,64358.5,131
"30.1978",29,"men",1978,67177,30
"132.1978",30,"women",1978,65927.5,132
"31.1978",30,"men",1978,69164,31
"133.1978",31,"women",1978,66712,133
"32.1978",31,"men",1978,70521,32
"134.1978",32,"women",1978,67006.5,134
"33.1978",32,"men",1978,71251.5,33
"135.1978",33,"women",1978,66211,135
"34.1978",33,"men",1978,70907,34
"136.1978",34,"women",1978,63879.5,136
"35.1978",34,"men",1978,68406,35
"137.1978",35,"women",1978,59326,137
"36.1978",35,"men",1978,63560.5,36
"138.1978",36,"women",1978,53609.5,138
"37.1978",36,"men",1978,57440.5,37
"139.1978",37,"women",1978,49328,139
"38.1978",37,"men",1978,52668,38
"140.1978",38,"women",1978,48671,140
"39.1978",38,"men",1978,51631,39
"141.1978",39,"women",1978,48369.5,141
"40.1978",39,"men",1978,50769.5,40
"142.1978",40,"women",1978,46437,142
"41.1978",40,"men",1978,48611,41
"143.1978",41,"women",1978,45115.5,143
"42.1978",41,"men",1978,46812.5,42
"144.1978",42,"women",1978,43829,144
"43.1978",42,"men",1978,45402,43
"145.1978",43,"women",1978,42742.5,145
"44.1978",43,"men",1978,44053.5,44
"146.1978",44,"women",1978,42379.5,146
"45.1978",44,"men",1978,43172,45
"147.1978",45,"women",1978,43252.5,147
"46.1978",45,"men",1978,43717.5,46
"148.1978",46,"women",1978,44517.5,148
"47.1978",46,"men",1978,44569,47
"149.1978",47,"women",1978,45304,149
"48.1978",47,"men",1978,45093.5,48
"150.1978",48,"women",1978,45494.5,150
"49.1978",48,"men",1978,45106.5,49
"151.1978",49,"women",1978,46000.5,151
"50.1978",49,"men",1978,45512,50
"152.1978",50,"women",1978,46484,152
"51.1978",50,"men",1978,45998.5,51
"153.1978",51,"women",1978,46736.5,153
"52.1978",51,"men",1978,46248.5,52
"154.1978",52,"women",1978,48244,154
"53.1978",52,"men",1978,47634.5,53
"155.1978",53,"women",1978,49462,155
"54.1978",53,"men",1978,48671.5,54
"156.1978",54,"women",1978,50281.5,156
"55.1978",54,"men",1978,49540.5,55
"157.1978",55,"women",1978,51144,157
"56.1978",55,"men",1978,50193.5,56
"158.1978",56,"women",1978,53395,158
"57.1978",56,"men",1978,52068.5,57
"159.1978",57,"women",1978,56822.5,159
"58.1978",57,"men",1978,55501,58
"160.1978",58,"women",1978,53119,160
"59.1978",58,"men",1978,51876.5,59
"161.1978",59,"women",1978,47879.5,161
"60.1978",59,"men",1978,46502.5,60
"162.1978",60,"women",1978,48217,162
"61.1978",60,"men",1978,46340.5,61
"163.1978",61,"women",1978,48087,163
"62.1978",61,"men",1978,46091,62
"164.1978",62,"women",1978,47590.5,164
"63.1978",62,"men",1978,45249,63
"165.1978",63,"women",1978,48270,165
"64.1978",63,"men",1978,45199.5,64
"166.1978",64,"women",1978,48752,166
"65.1978",64,"men",1978,45423,65
"167.1978",65,"women",1978,48469,167
"66.1978",65,"men",1978,45003,66
"168.1978",66,"women",1978,47788.5,168
"67.1978",66,"men",1978,43940,67
"169.1978",67,"women",1978,46654.5,169
"68.1978",67,"men",1978,42520,68
"170.1978",68,"women",1978,46424,170
"69.1978",68,"men",1978,41537,69
"171.1978",69,"women",1978,45636,171
"70.1978",69,"men",1978,39785,70
"172.1978",70,"women",1978,43842.5,172
"71.1978",70,"men",1978,37372,71
"173.1978",71,"women",1978,41961,173
"72.1978",71,"men",1978,35105,72
"174.1978",72,"women",1978,39993,174
"73.1978",72,"men",1978,32379.5,73
"175.1978",73,"women",1978,38065,175
"74.1978",73,"men",1978,29947,74
"176.1978",74,"women",1978,35997.5,176
"75.1978",74,"men",1978,27877,75
"177.1978",75,"women",1978,34429.5,177
"76.1978",75,"men",1978,25981.5,76
"178.1978",76,"women",1978,32802.5,178
"77.1978",76,"men",1978,24094.5,77
"179.1978",77,"women",1978,30646.5,179
"78.1978",77,"men",1978,21818.5,78
"180.1978",78,"women",1978,27841,180
"79.1978",78,"men",1978,19257.5,79
"181.1978",79,"women",1978,25236.5,181
"80.1978",79,"men",1978,17145,80
"182.1978",80,"women",1978,22965.5,182
"81.1978",80,"men",1978,15226.5,81
"183.1978",81,"women",1978,20686.5,183
"82.1978",81,"men",1978,13452,82
"184.1978",82,"women",1978,18602,184
"83.1978",82,"men",1978,11691.5,83
"185.1978",83,"women",1978,16430,185
"84.1978",83,"men",1978,9755,84
"186.1978",84,"women",1978,14278.5,186
"85.1978",84,"men",1978,8290,85
"187.1978",85,"women",1978,12255.5,187
"86.1978",85,"men",1978,6930,86
"188.1978",86,"women",1978,10407.5,188
"87.1978",86,"men",1978,5709.5,87
"189.1978",87,"women",1978,8611.5,189
"88.1978",87,"men",1978,4629,88
"190.1978",88,"women",1978,6867,190
"89.1978",88,"men",1978,3572,89
"191.1978",89,"women",1978,5487,191
"90.1978",89,"men",1978,2809,90
"192.1978",90,"women",1978,4437.5,192
"91.1978",90,"men",1978,2263,91
"193.1978",91,"women",1978,3471.5,193
"92.1978",91,"men",1978,1755.5,92
"194.1978",92,"women",1978,2569.5,194
"93.1978",92,"men",1978,1270,93
"195.1978",93,"women",1978,1899.5,195
"94.1978",93,"men",1978,887,94
"196.1978",94,"women",1978,1361,196
"95.1978",94,"men",1978,609.5,95
"197.1978",95,"women",1978,909.5,197
"96.1978",95,"men",1978,386,96
"198.1978",96,"women",1978,569.5,198
"97.1978",96,"men",1978,231.5,97
"199.1978",97,"women",1978,369,199
"98.1978",97,"men",1978,137.5,98
"200.1978",98,"women",1978,269.5,200
"99.1978",98,"men",1978,100,99
"201.1978",99,"women",1978,148.5,201
"100.1978",99,"men",1978,74.5,100
"202.1978",100,"women",1978,198,202
"101.1978",100,"men",1978,77,101
"102.1979",0,"women",1979,46086,102
"1.1979",0,"men",1979,48361,1
"103.1979",1,"women",1979,46385.5,103
"2.1979",1,"men",1979,48745,2
"104.1979",2,"women",1979,47811,104
"3.1979",2,"men",1979,50321,3
"105.1979",3,"women",1979,49989,105
"4.1979",3,"men",1979,52362,4
"106.1979",4,"women",1979,52929,106
"5.1979",4,"men",1979,55426,5
"107.1979",5,"women",1979,54316.5,107
"6.1979",5,"men",1979,56952.5,6
"108.1979",6,"women",1979,54558.5,108
"7.1979",6,"men",1979,57305.5,7
"109.1979",7,"women",1979,55298,109
"8.1979",7,"men",1979,58184,8
"110.1979",8,"women",1979,54654.5,110
"9.1979",8,"men",1979,57284,9
"111.1979",9,"women",1979,53163,111
"10.1979",9,"men",1979,55854.5,10
"112.1979",10,"women",1979,54153,112
"11.1979",10,"men",1979,57006,11
"113.1979",11,"women",1979,57452.5,113
"12.1979",11,"men",1979,60467,12
"114.1979",12,"women",1979,59537,114
"13.1979",12,"men",1979,62947,13
"115.1979",13,"women",1979,60035.5,115
"14.1979",13,"men",1979,63357.5,14
"116.1979",14,"women",1979,60298,116
"15.1979",14,"men",1979,63259,15
"117.1979",15,"women",1979,57911.5,117
"16.1979",15,"men",1979,60983.5,16
"118.1979",16,"women",1979,54206,118
"17.1979",16,"men",1979,57224.5,17
"119.1979",17,"women",1979,52480,119
"18.1979",17,"men",1979,55073,18
"120.1979",18,"women",1979,51700,120
"19.1979",18,"men",1979,53907.5,19
"121.1979",19,"women",1979,52083,121
"20.1979",19,"men",1979,54349,20
"122.1979",20,"women",1979,53014,122
"21.1979",20,"men",1979,55454,21
"123.1979",21,"women",1979,54206,123
"22.1979",21,"men",1979,56155,22
"124.1979",22,"women",1979,55209,124
"23.1979",22,"men",1979,57514,23
"125.1979",23,"women",1979,55396,125
"24.1979",23,"men",1979,58170,24
"126.1979",24,"women",1979,55225,126
"25.1979",24,"men",1979,57585,25
"127.1979",25,"women",1979,55918,127
"26.1979",25,"men",1979,58523.5,26
"128.1979",26,"women",1979,57073.5,128
"27.1979",26,"men",1979,59866,27
"129.1979",27,"women",1979,57298.5,129
"28.1979",27,"men",1979,59964,28
"130.1979",28,"women",1979,58646,130
"29.1979",28,"men",1979,61537.5,29
"131.1979",29,"women",1979,61522,131
"30.1979",29,"men",1979,64513,30
"132.1979",30,"women",1979,64402.5,132
"31.1979",30,"men",1979,67210.5,31
"133.1979",31,"women",1979,65938,133
"32.1979",31,"men",1979,69152,32
"134.1979",32,"women",1979,66752.5,134
"33.1979",32,"men",1979,70480.5,33
"135.1979",33,"women",1979,67008.5,135
"34.1979",33,"men",1979,71192,34
"136.1979",34,"women",1979,66179.5,136
"35.1979",34,"men",1979,70772,35
"137.1979",35,"women",1979,63879.5,137
"36.1979",35,"men",1979,68294,36
"138.1979",36,"women",1979,59301,138
"37.1979",36,"men",1979,63451.5,37
"139.1979",37,"women",1979,53598,139
"38.1979",37,"men",1979,57305.5,38
"140.1979",38,"women",1979,49319,140
"39.1979",38,"men",1979,52560.5,39
"141.1979",39,"women",1979,48646.5,141
"40.1979",39,"men",1979,51524,40
"142.1979",40,"women",1979,48340,142
"41.1979",40,"men",1979,50658.5,41
"143.1979",41,"women",1979,46399.5,143
"42.1979",41,"men",1979,48472.5,42
"144.1979",42,"women",1979,45093.5,144
"43.1979",42,"men",1979,46695.5,43
"145.1979",43,"women",1979,43785,145
"44.1979",43,"men",1979,45259,44
"146.1979",44,"women",1979,42684.5,146
"45.1979",44,"men",1979,43898.5,45
"147.1979",45,"women",1979,42331.5,147
"46.1979",45,"men",1979,43034,46
"148.1979",46,"women",1979,43183.5,148
"47.1979",46,"men",1979,43555.5,47
"149.1979",47,"women",1979,44440,149
"48.1979",47,"men",1979,44389,48
"150.1979",48,"women",1979,45217.5,150
"49.1979",48,"men",1979,44893,49
"151.1979",49,"women",1979,45404,151
"50.1979",49,"men",1979,44874,50
"152.1979",50,"women",1979,45915.5,152
"51.1979",50,"men",1979,45238,51
"153.1979",51,"women",1979,46340.5,153
"52.1979",51,"men",1979,45760,52
"154.1979",52,"women",1979,46594.5,154
"53.1979",52,"men",1979,45938,53
"155.1979",53,"women",1979,48082,155
"54.1979",53,"men",1979,47290.5,54
"156.1979",54,"women",1979,49261.5,156
"55.1979",54,"men",1979,48288,55
"157.1979",55,"women",1979,50072.5,157
"56.1979",55,"men",1979,49110,56
"158.1979",56,"women",1979,50944,158
"57.1979",56,"men",1979,49704,57
"159.1979",57,"women",1979,53149.5,159
"58.1979",57,"men",1979,51517,58
"160.1979",58,"women",1979,56509.5,160
"59.1979",58,"men",1979,54851.5,59
"161.1979",59,"women",1979,52802,161
"60.1979",59,"men",1979,51254,60
"162.1979",60,"women",1979,47535.5,162
"61.1979",60,"men",1979,45874.5,61
"163.1979",61,"women",1979,47877,163
"62.1979",61,"men",1979,45633.5,62
"164.1979",62,"women",1979,47727,164
"63.1979",62,"men",1979,45357.5,63
"165.1979",63,"women",1979,47179,165
"64.1979",63,"men",1979,44392.5,64
"166.1979",64,"women",1979,47833.5,166
"65.1979",64,"men",1979,44283.5,65
"167.1979",65,"women",1979,48215,167
"66.1979",65,"men",1979,44415,66
"168.1979",66,"women",1979,47897,168
"67.1979",66,"men",1979,43927.5,67
"169.1979",67,"women",1979,47154.5,169
"68.1979",67,"men",1979,42704,68
"170.1979",68,"women",1979,46006.5,170
"69.1979",68,"men",1979,41250,69
"171.1979",69,"women",1979,45651,171
"70.1979",69,"men",1979,40178.5,70
"172.1979",70,"women",1979,44801.5,172
"71.1979",70,"men",1979,38313.5,71
"173.1979",71,"women",1979,42937,173
"72.1979",71,"men",1979,35851,72
"174.1979",72,"women",1979,40970.5,174
"73.1979",72,"men",1979,33556,73
"175.1979",73,"women",1979,38948,175
"74.1979",73,"men",1979,30779.5,74
"176.1979",74,"women",1979,36962,176
"75.1979",74,"men",1979,28319,75
"177.1979",75,"women",1979,34829.5,177
"76.1979",75,"men",1979,26223.5,76
"178.1979",76,"women",1979,33112,178
"77.1979",76,"men",1979,24252,77
"179.1979",77,"women",1979,31406.5,179
"78.1979",77,"men",1979,22350.5,78
"180.1979",78,"women",1979,29101,180
"79.1979",78,"men",1979,20080,79
"181.1979",79,"women",1979,26290,181
"80.1979",79,"men",1979,17567,80
"182.1979",80,"women",1979,23644,182
"81.1979",80,"men",1979,15471.5,81
"183.1979",81,"women",1979,21359,183
"82.1979",81,"men",1979,13662.5,82
"184.1979",82,"women",1979,19046,184
"83.1979",82,"men",1979,11925,83
"185.1979",83,"women",1979,17011,185
"84.1979",83,"men",1979,10275,84
"186.1979",84,"women",1979,14847,186
"85.1979",84,"men",1979,8434,85
"187.1979",85,"women",1979,12727.5,187
"86.1979",85,"men",1979,7126.5,86
"188.1979",86,"women",1979,10811,188
"87.1979",86,"men",1979,5819,87
"189.1979",87,"women",1979,9011.5,189
"88.1979",87,"men",1979,4689,88
"190.1979",88,"women",1979,7353,190
"89.1979",88,"men",1979,3750.5,89
"191.1979",89,"women",1979,5777,191
"90.1979",89,"men",1979,2840,90
"192.1979",90,"women",1979,4503.5,192
"91.1979",90,"men",1979,2219.5,91
"193.1979",91,"women",1979,3620.5,193
"92.1979",91,"men",1979,1738,92
"194.1979",92,"women",1979,2755.5,194
"93.1979",92,"men",1979,1313.5,93
"195.1979",93,"women",1979,2002,195
"94.1979",93,"men",1979,940,94
"196.1979",94,"women",1979,1447.5,196
"95.1979",94,"men",1979,643.5,95
"197.1979",95,"women",1979,1022,197
"96.1979",95,"men",1979,433.5,96
"198.1979",96,"women",1979,665.5,198
"97.1979",96,"men",1979,260.5,97
"199.1979",97,"women",1979,405,199
"98.1979",97,"men",1979,144.5,98
"200.1979",98,"women",1979,261.5,200
"99.1979",98,"men",1979,86,99
"201.1979",99,"women",1979,167.5,201
"100.1979",99,"men",1979,65.5,100
"202.1979",100,"women",1979,208,202
"101.1979",100,"men",1979,92.5,101
"102.1980",0,"women",1980,46971,102
"1.1980",0,"men",1980,49380,1
"103.1980",1,"women",1980,46483.5,103
"2.1980",1,"men",1980,48676,2
"104.1980",2,"women",1980,46453.5,104
"3.1980",2,"men",1980,48835.5,3
"105.1980",3,"women",1980,47877,105
"4.1980",3,"men",1980,50371.5,4
"106.1980",4,"women",1980,50035,106
"5.1980",4,"men",1980,52399.5,5
"107.1980",5,"women",1980,52961,107
"6.1980",5,"men",1980,55470.5,6
"108.1980",6,"women",1980,54297,108
"7.1980",6,"men",1980,56952,7
"109.1980",7,"women",1980,54567.5,109
"8.1980",7,"men",1980,57213.5,8
"110.1980",8,"women",1980,55306.5,110
"9.1980",8,"men",1980,58148.5,9
"111.1980",9,"women",1980,54654.5,111
"10.1980",9,"men",1980,57254.5,10
"112.1980",10,"women",1980,53163,112
"11.1980",10,"men",1980,55847.5,11
"113.1980",11,"women",1980,54160.5,113
"12.1980",11,"men",1980,57003,12
"114.1980",12,"women",1980,57463,114
"13.1980",12,"men",1980,60444.5,13
"115.1980",13,"women",1980,59554,115
"14.1980",13,"men",1980,62957,14
"116.1980",14,"women",1980,60073.5,116
"15.1980",14,"men",1980,63374.5,15
"117.1980",15,"women",1980,60313.5,117
